PropertyID,Property Type,Bldg Subtype,Address,Address 2,Address 3,Address 4,City,State,Zip,Bldg Name,Business Park,Improvement District,Market,Submarket,Micromarket,Bldg Type,Building Sub Type,Building Sub Specialty,Bldg Class,Bldg Sub-class,Bldg Size,Bldg Status,Office s.f.,Retail s.f.,Occ Rate,Available s.f.,Asking Rent,Leasing Company,Management Company,Primary Owner,Bldg Number,County,Township,Metropolitan Division,Latitude,Longitude,Submarket Cluster,Custom Cluster,Area Type,Prime?,Full Block?,Building Location,Most Expensive Street?,Atrium?,View,Owner Occupied?,Corp. HQ?,Tenancy,Stories,Story Type,Average Floor Plate Size,Core Factor Multi-tenant,Core Factor Single-Tenant,Total Unit Count,Average Unit Size,Studio Units,1 Bed Units,2 Bed Units,3+ Bed Units,Ceiling Height Feet,Ceiling Height Inches,Parking Type,Parking Ratio,Parking Spaces,Trailer Spaces,Parking-Reserved cost,Parking-Unreserved cost,OpEx & Taxes,OpEx,OpEx Year,Taxes,Energy-star?,Energy Efficiency,Parcel Number,Zoning,Parcel Size (acres),Broke Ground Date,Broke Ground Quarter,Broke Ground Year,Build Date,Build Quarter,Build Year,Upgrade Date,Upgrade Quarter,Upgrade Year,Renovated Broke Ground Date,Renovated Broke Ground Quarter,Renovated Broke Ground Year,Renovated Date,Renovated Quarter,Renovated Year,Demolished Date,Demolished Quarter,Demolished Year,Construction Type,Amenities,List Price,For Sale Listing Company,For Sale Comments,Mezzanine?,Core Type,Office Column Spacing Width,Office Column Spacing Depth,Free Trade Zone?,In-fill,Subway Service,Adjacent to Intermodal?,Walk Score,Transit Score,Bike Score,Crime Grade,Mixed Use,Expansion Potential,Industrial AC,Crane Comments,PAGI Report,eCommerce?
417883,Office,Medical,140 N Roselle Rd,,,,Schaumburg,Illinois,60194,Illinois Bone and Joint Institute,,,Chicago,Northwest,,Office,Medical,,A,,"40,000",Existing,,,100%,,,JLL,"FGMK, LLC","Lillibridge Healthcare Services, Inc. affiliate",,Cook,,,42.030711,-88.08034,Suburban,,,No,No,,No,No,,,No,Single-Tenant,3,Low-Rise,"13,333",,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,,No,,,,,,No,,,,No
28217,Office,Office,1400 American Ln,,,,Schaumburg,Illinois,60173,Schaumburg Towers I,Schaumburg Towers,,Chicago,Northwest,Schaumburg,Office,Office,,A,,"441,531",Existing,"441,531",,71%,"126,824",,Cushman & Wakefield,Sebastian Company Real Estate,James Campbell Company,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.044876,-88.04372,Suburban,,Suburban,No,No,,No,Yes,,No,Yes,Multi-Tenant,20,High-Rise,"22,077",,,,,,,,,,,Surface Lot,3.88,1711,,,,$12.65,$7.50,2016,$5.15,No,No,04-02-101-021-0000,,,1/1/1984,1,1984,1/1/1986,1,1986,,,,,,,1/1/2004,1,2004,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28222,Office,Office,1400 Opus Pl,,,,Downers Grove,Illinois,60515,Executive Towers West III,Executive Towers West,,Chicago,Eastern East-West,,Office,Office,,A,,"225,152",Existing,"228,069",,92%,"18,038",,Saletta Commercial Realty LLC,Colliers International,Podco Orchard 88 Llc,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.830238,-88.023986,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,9,Low-Rise,"24,711",,,,,,,,,,,Structured Parking,3.6,819,,,,$9.65,$7.67,2014,$1.98,Yes,No,,ORM; Downers Grove,,7/1/1985,3,1985,1/1/1987,1,1987,,,,,,,1/1/1990,1,1990,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
608026,Office,Office,1407 E 60th St,,,,Chicago,Illinois,60637,Chicago Theological Seminary Building,,,Chicago,Chicago South,,Office,Office,,A,,"80,000",Existing,,,100%,0,$32.00,Ricketts Family,,DeerPark Investors,,Cook,,,41.785687,-87.591044,,,,No,No,,No,No,,Yes- Full,Yes,Single-Tenant,4,Low-Rise,"20,000",,,,,,,,,,,,,,,,,,,,,No,,03-08-139-001,,,1/1/2010,1,2010,1/1/2011,1,2011,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
28230,Office,Office,1411 Opus Pl,,,,Downers Grove,Illinois,60515,Executive Towers West II,Executive Towers West,,Chicago,Eastern East-West,,Office,Office,,A,,"266,404",Existing,"266,404",,98%,"4,592",$31.45,JLL,,Discover Financial Services Inc,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.829772,-88.021827,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"48,964",,,,,,,,,,,Surface Lot,3.9,500,,,,$9.87,$7.96,2014,$1.91,No,No,07-07-100-023-0000,ORM; Downers Grove,,1/1/1982,1,1982,1/1/1984,1,1984,,,,,,,1/1/1990,1,1990,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28233,Office,Office,1415 W 22nd St,,,,Oak Brook,Illinois,60523,Oak Brook Regency Tower,Oak Brook Regency Towers,,Chicago,Eastern East-West,Oak Brook,Office,Office,,A,,"220,860",Existing,"220,860",,86%,"31,170",,"Chicagoland Commercial, Inc.",EQ Office,Dayton Street Partners LLC,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.846712,-87.955389,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,13,Mid-Rise,"17,249",,,,,,,,,,,Surface Lot,4.53,1000,,,,$9.30,$7.93,2016,$1.37,Yes,No,06-34-405-014,O3,,7/1/1975,3,1975,1/1/1977,1,1977,,,,,,,1/1/1993,1,1993,,,,Spec ground-up,,,JLL,,No,Center,,,No,,More than 1 mile,No,,,,,Retail,No,,,,No
28235,Office,Office,1415 W Diehl Rd,,,,Naperville,Illinois,60563,One Tellabs Center,,,Chicago,Western East-West,,Office,Office,,A,,"819,513",Existing,"819,513",,85%,"206,562",$24.00,Cushman & Wakefield,Cushman & Wakefield,Grupo JB,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.802006,-88.192528,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,5,Low-Rise,"163,903",,,,,,,,,,,Structured Parking,3.53,2893,,,,,,2016,$1.43,No,No,06-26-100-009,C,,1/1/1999,1,1999,1/1/2001,1,2001,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28236,Office,Office,1419 Lake Cook Rd,,,,Deerfield,Illinois,60015,1419 Lake Cook,Lake Cook Office Centre,,Chicago,North Cook County,,Office,Office,,A,,"105,403",Existing,"101,775",,100%,"105,402",$25.10,Cushman & Wakefield,,Zeller Realty Group,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.151685,-87.861998,Suburban,,Suburban,No,No,,No,Yes,,No,No,Single-Tenant,4,Low-Rise,"25,444",,,,,,,,,,,Surface Lot,4.24,432,,,,$10.20,$6.02,2014,$4.18,No,No,,"I-1, Deerfield",,7/1/1983,3,1983,1/1/1985,1,1985,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28239,Office,Office,1421 W Shure Dr,,,,Arlington Heights,Illinois,60004,Northwest Crossings,,,Chicago,Northwest,,Office,Office,,A,,"205,639",Existing,"218,662",,100%,0,,NAI Global,,Hamilton Partners,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.136879,-88.001761,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"72,887",,,,,,,,,,,Surface Lot,8,1749,,,,,,,,No,No,06-03-104-003,03-07-100-005-0000,,7/1/1972,3,1972,1/1/1974,1,1974,,,,,,,1/1/2015,1,2015,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
540410,Office,Office,14225 S 95th Ave,,,,Orland Park,Illinois,60462,Phase II,,,Chicago,South Suburbs,,Office,Office,,A,,"57,516",Existing,,,84%,"9,010",,CBRE,"Topco Associates, LLC",Blackstone Group,,Cook,,,41.632476,-87.850819,Outer Suburbs,,,No,No,,No,No,,No,No,Multi-Tenant,2,Low-Rise,"28,758",,,,,,,,,,,,5,200,,,,,,,,No,,,,8,,,,1/1/2007,1,2007,,,,,,,,,,,,,,,,,,No,,,,No,,,No,71,30,,,,No,,,,No
169312,Office,Office,1440 N Dayton St,,,,Chicago,Illinois,60642,,,,Chicago,Clybourn Corridor,Halsted Triangle,Office,Office,,A,,"66,661",Existing,300,,88%,"8,298",$26.50,Cole Real Estate Income Strategy Daily Nav Inc.,"Tellabs, Inc.",,,Cook,,Naperville-Michigan City,41.907647,-87.649912,Non-CBD,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"15,000",,,,,,,,,12,6,Surface Lot,0.21,13,,,,,,,,No,No,06-22-415-027,,0,,,,1/1/1924,1,1924,,,,,,,3/1/2018,1,2018,,,,Spec ground-up,,,,,No,,,,No,,3 Blocks or More,No,,,,,,No,,,,No
28247,Office,Medical,1440-1472 Market St,,,,Des Plaines,Illinois,60016,Building A,Building A,,Chicago,O'Hare,,Office,Medical,,A,,"32,530",Existing,"32,530",,100%,0,$28.00,CBRE,Lincoln Property Company,MAB Capital Management,,Cook,,,42.042776,-87.886462,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"10,843",,,,,,,,,,,,,,,,,,,,,No,No,17-05-201-009,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,Retail,No,,,,No
608035,Office,Office,14441 W 60 Rt,,,,Lake Forest,Illinois,60045,Grainger Corporate Headquarters,,,Chicago,North Lake County,,Office,Office,,A,,"795,496",Existing,,,100%,0,$46.09,Cushman & Wakefield,GlenStar Properties,Pivot Property Management,,Lake,,,42.236738,-87.912947,Suburban,,,No,No,,No,No,,Yes- Full,Yes,Single-Tenant,4,Low-Rise,"198,874",,,,,,,,,,,,,,,,,,,,,No,,,,,1/1/1997,1,1997,1/1/1999,1,1999,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
335615,Office,Creative,145 S Wells St,,,,Chicago,Illinois,60606,145 South Wells,,,Chicago,Central Loop,,Office,Creative,,A,,"224,157",Under Construction,"200,322","4,099",,"216,216",$29.59,JLL,,"Vequity, LLC",,Cook,,,41.8796,-87.633725,CBD,,Urban,No,No,,No,No,,No,No,Multi-Tenant,20,High-Rise,"11,215",,,,,,,,,12,8,In-Building Above Grade,0.11,24,,,,,,,,No,No,,B7-7,0,4/1/2018,2,2018,12/1/2019,4,2019,,,,,,,,,,,,,Spec ground-up,"Bar (alcoholic), Bike storage, Coffee bar, Conference / meeting center, Fitness center / bike shower and locker facilities, Golf simulator, Lounge / Library / Study, Rooftop area, Security",,,,No,,,,No,,3 Blocks or More,No,99,100,,,,No,,,,No
28249,Office,Office,1450 American Ln,,,,Schaumburg,Illinois,60173,Schaumburg Towers II,Schaumburg Towers,,Chicago,Northwest,Schaumburg,Office,Office,,A,,"440,538",Existing,"440,538",,32%,"230,212",,CBRE,JMB Realty Corporation,Dino Gavanes,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.046811,-88.04392,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,20,High-Rise,"22,027",,,,,,,,,,,Surface Lot,3.88,1711,,,,$12.76,$7.21,2014,$5.55,No,No,12-02-302-021-0000,,,1/1/1986,1,1986,1/1/1988,1,1988,,,,,,,1/1/2004,1,2004,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28250,Office,Medical,1450 Busch Pkwy,,,,Buffalo Grove,Illinois,60089,,,,Chicago,North Lake County,,Office,Medical,,A,,"64,860",Existing,"64,860",,92%,"43,891",,,GlenStar Properties,Cornerstone Real Estate Advisers,,Lake,,,42.171768,-87.927485,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,1,Single-Story,"64,860",,,,,,,,,,,Surface Lot,,,,,,,,,,No,No,45-12-22-152-001.000-030,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
28254,Office,Office,1475 E Woodfield Rd,,,,Schaumburg,Illinois,60173,Schaumburg Corporate Center III,Schaumburg Corporate Center,,Chicago,Northwest,Schaumburg,Office,Office,,A,,"308,088",Existing,"300,500",,63%,"159,838",$41.50,Colliers International,Spectrum Real Estate Properties,Chicago Theological Seminary,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.04318,-88.043528,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,14,Mid-Rise,"22,006",,,,,,,,,,,Surface Lot,4.1,1202,,,,$13.37,$8.29,2018,$5.08,Yes,Gold,07-12-402-009-0000,,,1/1/2000,1,2000,1/1/2002,1,2002,1/1/2018,1,2018,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28259,Office,Office,15 Tower Ct,,,,Gurnee,Illinois,60031,,Greenleaf Center,,Chicago,North Lake County,,Office,Office,,A,,"54,000",Existing,"54,000",,98%,"1,000",$31.69,Telos Group,Local 705 Bldg Corporation,"Barrington Services Group, Inc.",,Lake,,,42.357617,-87.898436,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"18,000",,,,,,,,,,,Surface Lot,5.16,279,,,,$6.20,$3.35,2011,$2.85,No,No,,,18,,,,1/1/2004,1,2004,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,36,26,,,,No,,,,No
28260,Office,Office,150 E Pierce Rd,,,,Itasca,Illinois,60143,150 East Pierce,Hamilton Lakes,,Chicago,Northwest,,Office,Office,,A,,"185,020",Existing,"185,020",,75%,"46,545",$36.00,"Lillibridge Healthcare Services, Inc. affiliate",Cushman & Wakefield,Central States Funds,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.985235,-88.007594,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"30,758",,,,,,,,,9,,Surface Lot,4,740,,,,$9.54,$6.96,2014,$2.58,Yes,No,12-10-300-064-0000,C,,7/1/2000,3,2000,1/1/2002,1,2002,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28262,Office,Office,150 N Field Dr,,,,Lake Forest,Illinois,60045,Two Conway Park,Conway Park,,Chicago,North Lake County,,Office,Office,,A,,"121,000",Existing,"121,000",,90%,"24,816",$28.85,Transwestern,,Trammell Crow Company,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.241478,-87.898636,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,3,Low-Rise,"40,333",,,,,,,,,,,Surface Lot,3.8,456,,,,$10.18,$6.86,2014,$3.32,Yes,Silver,17-16-121-003-6001,"OR-2, Lake Forest",,7/1/1996,3,1996,1/1/1998,1,1998,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28263,Office,Office,150 N Martingale Rd,,,,Schaumburg,Illinois,60173,150 North Martingale,Woodfield Corporate Ctr,,Chicago,Northwest,Schaumburg,Office,Office,,A,,"277,300",Existing,"277,300",,91%,"173,228",,,Hamilton Partners,Spear Capital Group,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.031513,-88.035058,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,8,Mid-Rise,"19,919",,,,,,,,,,,Surface Lot,3.58,1001,,,,$12.57,$6.65,2018,$5.92,Yes,No,,B-3,,1/1/1980,1,1980,1/1/1982,1,1982,,,,,,,1/1/2018,1,2018,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28265,Office,Office,150 NW Point Blvd,,,,Elk Grove Village,Illinois,60007,150 NW Point,Park of Northwest Point,,Chicago,Northwest,,Office,Office,,A,,"176,844",Existing,"176,844",,83%,"29,235",,NAI Hiffman,Hamilton Partners,Fulcrum Asset Advisors,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.034844,-87.983512,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"29,474",,,,,,,,,,,Surface Lot,4,704,,,,$8.10,$5.37,2014,$2.73,No,No,,"OP,Elk Grove Village",,7/1/1999,3,1999,6/1/2001,2,2001,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28267,Office,Office,150 S Saunders Rd,,,,Lake Forest,Illinois,60045,Landmark II,Landmark of Lake Forest,,Chicago,North Lake County,,Office,Office,,A,,"199,337",Existing,"199,337",,100%,0,,Hines,JLL,Higgins Development Partners,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.237255,-87.897856,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"40,000",,,,,,,,,,,Surface Lot,4,500,,,,$7.30,$5.40,2014,$1.90,Yes,No,06-32-400-024,"OR, Lake Forest",,7/1/2005,3,2005,1/1/2007,1,2007,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28272,Office,Mixed-Use,1500 Mcconnor Pkwy,,,,Schaumburg,Illinois,60173,Windy Point I,Windy Point of Schaumburg,,Chicago,Northwest,Schaumburg,Office,Mixed-Use,,A,,"188,109",Existing,"175,101",,38%,"116,478",,,Zeller Realty Group,Northwestern University,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.057635,-88.042491,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,7,Low-Rise,"25,014",,,,,,,,,,,Surface Lot,4,700,,,,$14.40,$7.40,2016,$7.00,Yes,No,06-21-402-028,,,7/1/1997,3,1997,1/1/1999,1,1999,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,Retail,No,,,,No
397698,Office,Creative,1500 W Carroll Ave,,,,Chicago,Illinois,60607,1500 West Carroll,,,Chicago,Fulton Market,,Office,Creative,,A,,"38,100",Existing,"38,100",,83%,"6,350",$29.20,"Calamos Real Estate, LLC",,McCaffery,,Cook,,,41.887646,-87.664548,CBD,,,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"6,350",,,,,,,,,,,,0.51,42,,,,,,,,No,No,08-04-300-020,,,,,,1/1/2016,1,2016,,,,,,,1/1/2016,1,2016,,,,Spec redevelopment,,,,,No,Center,,,No,,,No,,,,,,No,,,,No
28276,Office,Office,1501 E Woodfield Rd,,,,Schaumburg,Illinois,60173,Schaumburg Corporate Center I,Schaumburg Corporate Center,,Chicago,Northwest,Schaumburg,Office,Office,,A,,"380,433",Existing,"364,991",,65%,"152,789",$31.00,Rainier Real Estate Partners,John Buck Company,Commerz Real AG,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.042522,-88.044403,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,4,Low-Rise,"95,108",,,,,,,,,,,Surface Lot,4.1,1460,,,,$13.37,$8.29,2018,$5.08,Yes,Gold,,,,1/1/1978,1,1978,1/1/1980,1,1980,1/1/2018,1,2018,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28282,Office,Office,1515 E Woodfield Rd,,,,Schaumburg,Illinois,60173,Schaumburg Corporate Center II,Schaumburg Corporate Center,,Chicago,Northwest,Schaumburg,Office,Office,,A,,"339,332",Existing,"300,495",,74%,"94,205",$40.50,Cushman & Wakefield,,Clayco Inc.,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.043176,-88.042394,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,14,Mid-Rise,"24,238",,,,,,,,,,,Surface Lot,4.1,1202,,,,$12.28,$7.61,2018,$4.67,Yes,Gold,,B3,,1/1/1984,1,1984,1/1/1986,1,1986,1/1/2018,1,2018,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28283,Office,Office,1515 W 22nd St,,,,Oak Brook,Illinois,60523,Oak Brook Regency West Tower,Oak Brook Regency Towers,,Chicago,Eastern East-West,Oak Brook,Office,Office,,A,,"220,860",Existing,"220,860",,89%,"24,751",,Newmark Knight Frank,Millbrook Real Estate Company,Archdiocese of Chicago,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.846695,-87.955597,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,13,Mid-Rise,"16,989",,,,,,,,,,,Structured Parking,4,883,,,,$8.38,$7.22,2014,$1.16,Yes,No,12-02-304-008-0000,C,,7/1/1975,3,1975,1/1/1977,1,1977,,,,,,,1/1/1993,1,1993,,,,Spec ground-up,,,JLL,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
389752,Office,Office,1515 W Webster Ave,,,,Chicago,Illinois,60614,CH Robinson BTS,,,Chicago,Clybourn Corridor,,Office,Office,,A,,"207,000",Existing,,,100%,0,$24.00,MB Financial Bank,,Fairbridge Partners LLC,,Cook,,"Chicago-Joliet-Naperville, IL",41.92151,-87.66691,Non-CBD,,Urban,No,No,,No,No,Water,No,Yes,Single-Tenant,3,Low-Rise,"69,000",,,,,,,,,,,"Has parking, but numerous types",0.7101,147,,,,,,,,Yes,No,16-23-308-035,,4,2/1/2017,1,2017,7/1/2018,3,2018,,,,,,,,,,,,,BTS ground-up,,,,,No,,,,No,,Within 1/2 mile,No,90,70,88,A,,No,,,,No
529830,Office,Office,15255 S 94th Ave,,,,Orland Park,Illinois,60462,Orland Park Executive Towers I,,,Chicago,South Suburbs,,Office,Office,,A,,"73,648",Existing,,,98%,"8,903",,Polivka Group,Vernon Development,Bridge Investment Group,,Cook,,,41.613641,-87.848345,Outer Suburbs,,,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"12,275",,,,,,,,,,,,4,346,,,,,,,,No,,08-08-301-041-0000,BIZ,4,,,,1/1/1988,1,1988,,,,,,,,,,,,,,,,,,No,,,,No,,,No,63,33,,,,No,,,,No
28290,Office,Office,155 N Pfingsten Rd,,,,Deerfield,Illinois,60015,155 North Pfingsten,,,Chicago,North Lake County,,Office,Office,,A,,"119,265",Existing,"117,036",,92%,"9,875",$19.50,,Marc Realty,HNA Group,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.156001,-87.846239,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,3,Low-Rise,"39,755",,,,,,,,,,,Surface Lot,4,456,,,,$10.65,$6.65,2014,$4.00,Yes,Silver,17-08-412-007-0000,"I1, Deerfield",,7/1/1985,3,1985,1/1/1987,1,1987,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28298,Office,Office,1560 Sherman Ave,,,,Evanston,Illinois,60201,One Rotary Center,,,Chicago,North Cook County,Evanston,Office,Office,,A,,"368,767",Existing,"368,767",,100%,"1,422",,CBRE,NTN Bearing Corporation,KORE Group,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.046026,-87.682292,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,18,Mid-Rise,"20,527",,,,,,,,,,,Structured Parking,1,383,,,,$14.04,$8.41,2014,$5.63,Yes,Gold,,,,1/1/1975,1,1975,1/1/1978,1,1978,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,3 Blocks or More,No,,,,,,No,,,,No
28304,Office,Condo,1585 N Barrington Rd,,,,Hoffman Estates,Illinois,60169,Doctors Building Two,Doctors Building Two,,Chicago,Northwest,,Office,Condo,,A,,"90,000",Existing,"90,000",,91%,"21,550",$23.83,MB Real Estate Services,Healthcare Realty,Ameritus,,Cook,,,42.053115,-88.144453,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"12,983",,,,,,,,,,,Structured Parking,5,,,,,,,,,No,No,06-32-100-009,"B-1, Hoffman Estates",,,,,1/1/1992,1,1992,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
335609,Office,Creative,159 N Sangamon St,,,,Chicago,Illinois,60607,900 West,,,Chicago,Fulton Market,,Office,Creative,,A,,"45,260",Existing,"45,260","44,730",100%,0,,"Development Resources, INC.",Golub & Company,St. Paul Fire and Marine Insurance Company,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.8846,-87.65,CBD,,Urban,No,Yes,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"11,315",,,,,,,,,16,6,No Parking,0,0,,,,,,,,No,No,,17-08-432-001-0000,,4/1/2016,2,2016,7/1/2017,3,2017,,,,,,,7/1/2017,3,2017,,,,Spec redevelopment,,,,,No,Center,,,No,,2 Blocks,No,,,,,,No,,,,No
608042,Office,Office,1600 Bishop Ct,,,,Mount Prospect,Illinois,60056,Kensington Corp Ctr II,,,Chicago,North Cook County,,Office,Office,,A,,"86,792",Existing,,,100%,0,,Cushman & Wakefield,Healthcare Realty,Mark Properties,,Cook,,,42.079519,-87.908886,Suburban,,,No,No,,No,No,,Yes- Full,Yes,Single-Tenant,4,Low-Rise,"21,698",,,,,,,,,,,,,,,,,,,,,No,,06-23-102-032,,,1/1/1989,1,1989,1/1/1990,1,1990,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
28307,Office,Office,1600 Golf Rd,,,,Rolling Meadows,Illinois,60008,1600 Corporate Center,,,Chicago,Northwest,,Office,Office,,A,,"255,440",Existing,"254,448",,100%,"26,125",$48.00,R2 Companies,Cushman & Wakefield,Elad Canada Inc.,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.053183,-88.002199,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,12,Mid-Rise,"21,204",,,,,,,,,,,Surface Lot,4.81,1224,,,,$12.31,$7.09,2014,$5.22,No,No,17-16-227-022-0000,"T-1, Rolling Meadows",,1/1/1984,1,1984,1/1/1986,1,1986,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28308,Office,Office,1600 McConnor Pky,,,,Schaumburg,Illinois,60173,Windy Point II,Windy Point of Schaumburg,,Chicago,Northwest,Schaumburg,Office,Office,,A,,"300,686",Existing,"300,686",,100%,"84,891",,Lincoln Property Company,,VEREIT,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.057501,-88.041201,Suburban,,Suburban,No,No,,No,No,,No,No,Single-Tenant,11,Mid-Rise,"27,275",,,,,,,,,12,,Surface Lot,3.7,300,,,,,,2016,$7.18,Yes,No,06-26-100-009,07-12-400-053-0000,,1/1/1999,1,1999,1/1/2001,1,2001,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
540757,Office,Office,1600 N Randall Rd,,,,Elgin,Illinois,60123,,,,Chicago,Northwest,,Office,Office,,A,,"100,000",Existing,,,100%,0,,The Allstate Corporation,"CRM Properties Group, Ltd.",Teachers Retirement System of Illinois,,Kane,,,42.074572,-88.336724,Suburban,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"36,248",,,,,,,,,,,,5,350,,,,,,,,No,,17-16-226-005-0000,PORI,6,,,,1/1/2009,1,2009,,,,,,,,,,,,,,,,,,No,,,,No,,,No,14,30,,,,No,,,,No
