PropertyID,Bldg Type,Bldg Subtype,Tenant,Tenant Industry Cluster,Tenant Industry,Tenant Sub Industry,Sublessor Company,Lease Industry Cluster,Lease Industry,Lease Sub Industry,Local Industry,Address,City,State,Zip,Bldg Name,Business Park,Market,Submarket,Micromarket,Bldg Class,Bldg Sub-class,Lease Size,Suite,Floor(s),View Space,Space Use Type,Space Use SubType,Space Condition,Dock Configuration Type,Term (mos),Date on Market,Sign Date,Commencement Date,Move-in Date,Expiration Date,Lease Type,Asking Rent,First Year Rent p.s.f.,Rent Type,Effective Rent p.s.f.,Average Rent p.s.f.,Escalation,Escalation Frequency,Escalation Type,Escalation Amount,Free Rent (mos),Free Rent ($),Free Rent Type,TIs p.s.f.,Improvement Comments,Renewal Option Date,Renewal Option Notification Date,Early Termination Notification Date,Submarket Cluster,Custom Cluster,Bldg Size,Bldg Status,Multi-floor?,Entire floor?,Transaction Type,Footprint,Previous Lease s.f.,Bldg Leasing Company,Agency Broker Company,Tenant Broker Company,Current Landlord,Property Management Company,Amenities,Amenity Comments,Lease Status,Encumbrances ?,Verification,Full Lease?,Followup Required?,Corp. HQ?,Total Lease Value,OpEx and Taxes p.s.f.,Taxes,Insurance,Parking Type,Parking Ratio,Parking Spaces,Parking Reserved Charges,Parking Unreserved Charges,Improvement Allowance Comments,Parking Secured,Construction Type,Construction Materials,Industrial AC,Crane Served?,Crane Count,Crane Capacity,Crane Hook Height,Crane Comments,Broke Ground Date,Build Date,Renovated Date,Latitude,Longitude,Most Expensive Street?,Prior Address,Prior Building Name,Prior Submarket,Tenant SIC Code,Tenant NAICS Code,Lease SIC Code,Lease NAICS Code
28432,Office,Office,Bonial Enterprises North America,,,,,,,,,18W140 Butterfield Rd,Oakbrook Terrace,Illinois,60181,One Lincoln Centre,Lincoln Centre,Chicago,Eastern East-West,Oak Brook,A,,"4,700",1100,11,,Office,Office,1st Generation,,109,,1/1/2019,4/1/2019,4/1/2019,4/30/2028,Direct,,$18.80,N,,,Annual 3.00%,Annual,Percent,0.0300,0,,Full Service Gross,$60.00,,,,,Suburban,,"317,525",Existing,No,No,Expansion,Growing,,Newmark Knight Frank,Vornado Realty Trust,,Fulcrum Asset Advisors,JLL,,,Occupied,No,,No,Yes,No,,$10.98,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,,41.846752,-87.984317,No,,,,,,,
4456,Office,Office,Wood Group,Media,"Media, Entertainment, Publishing",Mass media,,Media,"Media, Entertainment, Publishing",Mass media,,205 N Michigan Ave,Chicago,Illinois,60601,205 North Michigan,Michigan Plaza,Chicago,East Loop,,A,,,,,,Office,Office,2nd Generation,,65,,1/1/2019,1/1/2019,1/1/2019,5/31/2024,Direct,,,N,,,Stepped $0.50,Stepped,Amount,0.5000,5,,Full Service Gross,$30.00,,,,,CBD,,"975,895",Existing,No,No,New Lease,,,Sterling Bay,CBRE,,Bentall Kennedy,Parkway Realty Services,,,Occupied,No,Verified,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1983,1/1/1985,1/1/2002,41.885985,-87.623364,No,,,,,,,
5406,Office,Office,History Factory,Technology,Managed Application Services,,,,,,,525 W Van Buren St,Chicago,Illinois,60607,Congress Center,,Chicago,West Loop,,A,,"67,730",,NA,,Office,,,,60,,12/31/2018,11/1/2019,11/1/2019,10/31/2024,Direct,,$26.50,NNN,,,Stepped $0.66,Stepped,Amount,0.6600,2,,,$77.00,,,,,CBD,,"522,089",Existing,No,Yes,Expansion,,,JLL,Zeller Realty Group,,"Fulcrum Asset Advisors, Marvin Herb",Colliers International,,,Signed,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1998,12/1/2000,,41.876436,-87.640254,No,,,,,,,
5206,Office,Mixed-Use,Primary Energy,Government,Federal,United States Department of the Treasury,,Government,Federal,United States Department of the Treasury,,425 S Financial Pl,Chicago,Illinois,60605,425 S Financial Place,,Chicago,Central Loop,,A,,"24,799",2700,27,,Office,Mixed-Use,1st Generation,,120,,12/31/2018,12/1/2019,12/1/2019,11/30/2029,Direct,,$22.75,N,,,Annual 2.50%,Annual,Percent,0.0250,12,,Full Service Gross,,,,,,CBD,,"1,041,292",Existing,No,No,New Lease,,,Tishman Speyer,CBRE,,"Gerry Kostelny, CBRE Global Investors","EQ Office Management, LLC",,,Signed,No,Verified,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1981,1/1/1984,1/1/2015,41.875732,-87.631973,No,,,,,,,
5206,Office,Mixed-Use,Great Prairie Risk Solutions Inc.,,,,,,,,,425 S Financial Pl,Chicago,Illinois,60605,425 S Financial Place,,Chicago,Central Loop,,A,,"20,667",3400,34,,Office,,,,120,,12/26/2018,9/1/2019,9/1/2019,8/31/2029,Direct,,$24.50,N,,,Stepped $0.61,Stepped,Amount,0.6100,9,,,$103.00,,9/1/2029,8/31/2028,,CBD,,"1,041,292",Existing,No,No,Expansion,,16000,JLL,CBRE,,"GlenStar Properties, Walton Street Capital",Vornado Realty Trust,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1981,1/1/1984,1/1/2015,41.875732,-87.631973,No,,,,,,,
4371,Office,Office,CMS National Insurance Company RRG,Technology,Managed Application Services,,,,,,,200 E Randolph St,Chicago,Illinois,60601,AON Center,,Chicago,East Loop,,A,,"32,507",,NA,,Office,,,,90,,12/21/2018,1/1/2024,1/1/2024,6/30/2031,Direct,,$26.50,NNN,,,Annual 3.00%,Annual,Percent,0.0300,3,,,$31.00,,,,,CBD,,"2,689,814",Existing,No,Yes,Renewal,,,JLL,JLL,JLL,"Fulcrum Asset Advisors, MJH Corporate Center I LLC",JLL,,,Signed,No,,No,No,Yes,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1971,1/1/1974,,41.885141,-87.621513,No,200 E Randolph St,AON Center,East Loop,,,,
4845,Office,Office,MetLife,,,,,,,,,303 W Madison St,Chicago,Illinois,60606,303 W Madison,,Chicago,West Loop,Wacker West,A,,"9,856","1300, 1325",13,,Office,Office,1st Generation,,143,,12/20/2018,5/1/2019,5/1/2019,3/31/2031,Direct,,$21.50,N,,,Stepped $0.50,Stepped,Amount,0.5000,11,,Full Service Gross,$80.00,,4/1/2031,3/31/2030,,CBD,,"310,880",Existing,Yes,No,New Lease,Growing,,JLL,JLL,Bradford Allen,Wanxiang America Real Estate Corp.,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1985,1/1/1987,2/1/2000,41.881553,-87.635568,No,,,,,,,
4877,Office,Office,Lufthansa,,,,,,,,,311 S Wacker Dr,Chicago,Illinois,60606,311 South Wacker,,Chicago,West Loop,Wacker West,A,,"2,250",2525,25,,Office,Office,2nd Generation,,12,,12/19/2018,6/1/2019,6/1/2019,5/31/2020,Direct,,$27.00,N,,,,Annual,Percent,,,,Full Service Gross,,,,,,CBD,,"1,313,315",Existing,No,No,Renewal,Shrinking,,JLL,CBRE,,CIM Group,Sheffield Management,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1987,1/1/1990,,41.877496,-87.636165,Yes,311 S Wacker Dr,311 South Wacker,West Loop,,,,
28515,Office,Office,The National Association Of Manufactures,,,,,,,,,2015 Spring Rd,Oak Brook,Illinois,60523,Commerce Plaza II,Commerce Plaza,Chicago,Eastern East-West,Oak Brook,A,,"1,008","210, 215, 220",2,,Office,,,,12,,12/18/2018,1/1/2019,1/1/2019,12/31/2019,Direct,,$13.63,N,,,Annual $0.00,Annual,Amount,0.0000,0,,Full Service Gross,$0.00,,,,,Suburban,,"168,000",Existing,No,Yes,Renewal,,,CBRE,Cushman & Wakefield | Commercial Advisors LLC,JLL,Spectrum Real Estate Properties,Piedmont Office Realty Trust,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1987,41.850019,-87.946467,No,2015 Spring Rd,Commerce Plaza II,Eastern East-West,,,,
3642,Office,Office,Arch Insurance Group,,,,,,,,,123 N Wacker Dr,Chicago,Illinois,60606,123 North Wacker,,Chicago,West Loop,Wacker West,A,,"3,415",2125,NA,,Office,,,,12,,12/18/2018,4/1/2019,4/1/2019,3/31/2020,Direct,,$26.50,NNN,,,Annual $0.00,Annual,Amount,0.0000,0,,,$0.00,,,,,CBD,,"540,621",Existing,No,No,New to Market,,,JLL,CBRE,JLL,Fulcrum Asset Advisors,Sheffield Management,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,2/1/2001,41.884157,-87.636553,Yes,,,,,,,
5319,Office,Office,University of Phoenix,,,,,,,,,500 W Madison St,Chicago,Illinois,60661,Accenture Tower,,Chicago,West Loop,,A,,"5,820",1610,16,,Office,Office,1st Generation,,,,12/18/2018,3/1/2019,3/1/2019,,Direct,,,N,,,,Annual,Percent,,,,,,,,,,CBD,,"1,369,689",Existing,No,No,New Lease,Stable,,JLL,JLL,,CIM Group,Zeller Realty Group,,,Occupied,No,,No,Yes,Yes,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1987,,41.88295,-87.640182,No,,,,,,,
28717,Office,Office,University of Chicago,Health,"Ambulatory Health Care, Doctors, Dentists",Physicians offices,,Health,"Ambulatory Health Care, Doctors, Dentists",Physicians offices,,263 Shuman Blvd,Naperville,Illinois,60563,Shuman Boulevard 263,The Shuman,Chicago,Western East-West,,A,,"9,076",,1,,Office,Office,1st Generation,,132,,12/18/2018,9/1/2019,9/1/2019,8/31/2030,Direct,,$16.00,N,,,Annual $0.50,Annual,Amount,0.5000,12,,N,$60.00,,,,,Suburban,,"350,461",Existing,No,No,New Lease,,,CBRE,JLL,CBRE,American Landmark Properties Ltd,JLL,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,3/1/2019,41.804726,-88.151451,No,,,,,,,
6219,Office,Office,Merrill Lynch,,,,,,,,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"1,538",1225,NA,,Office,,,,13,,12/15/2018,1/1/2019,1/1/2019,1/31/2020,Direct,,$18.00,N,,,Annual $0.00,Annual,Amount,0.0000,1,,,$0.00,,,,,CBD,,"401,032",Existing,No,No,Renewal,,,GlenStar Properties,Colliers International,,Sperry Commercial,Piedmont Office Realty Trust,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,980 N Michigan Ave,One Magnificent Mile,North Michigan Avenue,,,,
29435,Office,Office,Castle Automotive,,,,,,,,,909 Davis St,Evanston,Illinois,60201,909 Davis,,Chicago,North Cook County,Evanston,A,,"4,853",,,,Office,Office,,,36,,12/13/2018,1/15/2019,1/15/2019,12/31/2021,Direct,,$18.00,N,,,Stepped $0.50,Stepped,Amount,0.5000,0,,Full Service Gross,$5.07,,1/1/2022,,,Suburban,,"207,743",Existing,No,No,Expansion,Growing,,Zeller Realty Group,,,Beacon Capital Partners,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/2000,1/1/2002,,42.04758,-87.684111,No,,,,,,,
27965,Office,Office,Compass,,,,,,,,,1 Mid America Plz,Oakbrook Terrace,Illinois,60181,One Mid America,Mid America Plaza,Chicago,Eastern East-West,Oak Brook,A,,"4,452",222,2,,Office,Office,,,12,,12/12/2018,8/1/2019,8/1/2019,7/31/2020,Direct,,$22.00,N,,,Annual $0.00,Annual,Amount,0.0000,1,,Full Service Gross,$0.00,,,,,Suburban,,"204,630",Existing,No,No,Renewal,Stable,,Hamilton Partners,JLL,,Bentall Kennedy,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1983,1/1/1985,,41.848769,-87.958313,No,1 Mid America Plz,One Mid America,Eastern East-West,,,,
4918,Office,Office,Alfred Benesch & Company,Professional and Business Services,Legal Services,Law Firms,,Professional and Business Services,Legal Services,Law Firms,,321 N Clark St,Chicago,Illinois,60654,321 North Clark at Riverfront Plaza,,Chicago,River North,,A,,"26,789",1600,16,,Office,Office,1st Generation,,180,,12/12/2018,4/1/2019,4/1/2019,3/31/2034,Direct,,$31.50,N,,,Stepped 2.50%,Stepped,Percent,0.0250,13,,Full Service Gross,$120.00,,,,,CBD,,"896,502",Existing,No,No,Relocation,,,Colliers International,,Netshield,"Hamilton Partners, Bailard, Millbrook Real Estate Company",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1985,1/1/1987,,41.888155,-87.630782,No,,,,,,,
536340,Office,Office,Virtu Financial,Health,General Health,,Orthopaedic Research and Education Foundation,Health,General Health,,,9400 W Higgins Rd,Rosemont,Illinois,60018,,,Chicago,O'Hare,,A,,"4,626",210,2,,Office,,,,71,,12/11/2018,1/1/2019,1/1/2019,11/30/2024,Sublease,,$28.50,Full Service Gross,,,Annual 4.00%,Annual,Percent,0.0400,5,,Full Service Gross,$0.00,,,,,Suburban,,"180,000",Existing,No,No,Relocation,,,JLL,Merchandise Mart Properties,,"Alcion Ventures L.P., Alcion Ventures",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,,,,,,,,,,12/1/2014,,41.991188,-87.859877,No,,,,,,,
5206,Office,Mixed-Use,Trabert & Hoeffer,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,,425 S Financial Pl,Chicago,Illinois,60605,425 S Financial Place,,Chicago,Central Loop,,A,,"5,030",900,9,,Office,Mixed-Use,,,40,,12/11/2018,4/1/2019,4/1/2019,7/31/2022,Direct,,$23.19,N,,,Stepped $0.70,Stepped,Amount,0.7000,4,,Full Service Gross,$10.00,,,,,CBD,,"1,041,292",Existing,No,No,Renewal,,,JLL,Cawley Chicago Commercial Real Estate,,Vernon Development,JLL,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1981,1/1/1984,1/1/2015,41.875732,-87.631973,No,425 S Financial Pl,425 S Financial Place,Central Loop,,,,
4583,Office,Mixed-Use,Swett & Crawford,Nonprofit,Think Tank,Think Tank,,Nonprofit,Think Tank,Think Tank,,222 Merchandise Mart Plz,Chicago,Illinois,60654,Merchandise Mart,The Mart,Chicago,River North,,A,,"11,675",2300,23,,Office,Creative,2nd Generation,,84,,12/10/2018,1/1/2019,1/1/2019,12/26/2025,Sublease,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"3,448,680",Existing,No,Yes,Expansion,Growing,,Zeller Realty Group,Tishman Speyer,Colliers International,Atlas Financial Holdings,Sheffield Management,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1927,1/1/1930,1/1/2005,41.888184,-87.635287,No,,,,,,,
4845,Office,Office,Casimir | Gerlick,,,,,,,,,303 W Madison St,Chicago,Illinois,60606,303 W Madison,,Chicago,West Loop,Wacker West,A,,"4,397",950,9,,Office,,,,26,,12/10/2018,6/1/2019,6/1/2019,7/31/2021,Direct,,$22.00,N,,,Stepped $0.50,Stepped,Amount,0.5000,2,,Full Service Gross,$0.00,,,,,CBD,,"310,880",Existing,No,No,Renewal,,,JLL,CBRE,,New York Common Retirement Fund,Quadrangle Development Company,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1985,1/1/1987,2/1/2000,41.881553,-87.635568,No,303 W Madison St,303 W Madison,West Loop,,,,
3642,Office,Office,Advocate Health and Hospitals Corporation,,,,,,,,,123 N Wacker Dr,Chicago,Illinois,60606,123 North Wacker,,Chicago,West Loop,Wacker West,A,,"4,942",1500,15,,Office,Office,,,90,,12/10/2018,3/1/2019,3/1/2019,8/31/2026,Direct,,$24.50,NNN,,,Stepped $0.50,Stepped,Amount,0.5000,3,,,$0.00,,9/1/2026,7/2/2026,,CBD,,"540,621",Existing,No,No,New to Market,,,Lincoln Property Company,JLL,,Zeller Realty Group,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,2/1/2001,41.884157,-87.636553,Yes,,,,,,,
168160,Office,Creative,Ted N Anderson,Food & Beverage,General Food & Beverage,,,Food & Beverage,General Food & Beverage,,,1201 W Lake St,Chicago,Illinois,60607,Twelve01West,,Chicago,Fulton Market,,A,,"7,364",,6,,Office,Office,1st Generation,,120,,12/5/2018,8/1/2019,8/1/2019,7/31/2029,Direct,,$33.00,N,,,Annual 0.25%,Annual,Percent,0.0025,12,,Full Service Gross,$95.00,,8/1/2029,10/31/2028,,CBD,,"145,816",Existing,No,No,New to Market,,,Transwestern,Hines,Newmark Knight Frank,LaSalle Investment Management,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,11/1/2017,1/1/2019,,41.885481,-87.65707,No,,,,,,,
4845,Office,Office,Kapstone Paper & Packaging,,,,,,,,,303 W Madison St,Chicago,Illinois,60606,303 W Madison,,Chicago,West Loop,Wacker West,A,,"3,950",,NA,,Office,,,,60,,12/3/2018,10/1/2019,10/1/2019,9/30/2024,Direct,,$19.50,N,,,Annual 7.76%,Annual,Percent,0.0776,2,,,$0.00,,,,,CBD,,"310,880",Existing,No,Yes,Renewal,,,Telos Group,Sterling Bay,JLL,Equus Capital Partners,JLL,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1985,1/1/1987,2/1/2000,41.881553,-87.635568,No,303 W Madison St,303 W Madison,West Loop,,,,
3642,Office,Office,JR Bechtle,,,,,,,,,123 N Wacker Dr,Chicago,Illinois,60606,123 North Wacker,,Chicago,West Loop,Wacker West,A,,"5,042",1150,11,,Office,Office,,,60,,12/3/2018,3/1/2019,3/1/2019,2/29/2024,Direct,,$27.50,NNN,,,Stepped $0.83,Stepped,Amount,0.8300,2,,,$18.00,,,,,CBD,,"540,621",Existing,No,No,New to Market,,,Conlon Commercial,Telos Group,,CIM Group,Millbrook Real Estate Company,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,2/1/2001,41.884157,-87.636553,Yes,,,,,,,
5319,Office,Office,Paycom,Finance,Real Estate,CoWorking/Flexible Space,,Finance,Real Estate,CoWorking/Flexible Space,,500 W Madison St,Chicago,Illinois,60661,Accenture Tower,,Chicago,West Loop,,A,,"46,533",1000,10,,Office,Coworking,,,,,12/1/2018,2/1/2019,2/1/2019,,Direct,,$27.00,N,,,,Annual,Percent,,,,,,,,,,CBD,,"1,369,689",Existing,No,Yes,New Lease,Growing,,Zeller Realty Group,Newmark Knight Frank,,Sheffield Management,Sterling Bay,,,Occupied,No,,No,Yes,Yes,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1987,,41.88295,-87.640182,No,,,,,,,
29385,Office,Office,Attorney's Title,"Construction, Machinery & Materials",Construction & Building Materials,Wholesalers,,"Construction, Machinery & Materials",Construction & Building Materials,Wholesalers,,8550 W Bryn Mawr Ave,Chicago,Illinois,60631,International Tower,,Chicago,O'Hare,,A,,"27,484",900,9,,Office,Office,1st Generation,,,,12/1/2018,6/22/2019,6/22/2019,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,Suburban,,"302,088",Existing,No,Yes,New Lease,Growing,,Tishman Speyer,Lincoln Property Company,,"Fulcrum Asset Advisors, MJH Corporate Center I LLC",CBRE,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1966,1/1/1968,1/1/1999,41.981663,-87.840634,No,8770 W Bryn Mawr Ave,Triangle Plaza West Tower,O'Hare,,,,
28249,Office,Office,Chicago Metropolitan Housing Development Corporation,,,,,,,,,1450 American Ln,Schaumburg,Illinois,60173,Schaumburg Towers II,Schaumburg Towers,Chicago,Northwest,Schaumburg,A,,"15,871",100,1,,Office,Office,,,,,12/1/2018,,,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,Suburban,,"440,538",Existing,No,No,Relocation,,,NAI Global,Transwestern,,601W Companies,Hamilton Partners,,,Signed,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1988,1/1/2004,42.046811,-88.04392,No,,,,,,,
28051,Office,Office,Hometown Lending Partners,,,,,,,,,10255 W Higgins Rd,Rosemont,Illinois,60018,O'Hare International Center II,O'Hare International Office Center,Chicago,O'Hare,,A,,"64,120",,,,Office,Office,,,100,,12/1/2018,5/2/2026,5/2/2026,,Direct,,$16.72,N,,,,Annual,Percent,,,,,$5.00,,,,,Suburban,,"258,971",Existing,No,No,Renewal,Stable,64120,JLL,JLL,,Loeb Partners,Sheffield Management,,,Signed,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1985,1/1/1987,,41.996062,-87.882307,No,10255 W Higgins Rd,O'Hare International Center II,O'Hare,,,,
29475,Office,Office,XR Trading,,,,,,,,,9550 W Higgins Rd,Rosemont,Illinois,60018,Pointe O'Hare I,Pointe O'Hare,Chicago,O'Hare,,A,,"7,901",170,1,,Office,Office,2nd Generation,,48,,12/1/2018,1/1/2019,1/1/2019,12/31/2022,Direct,,$23.00,N,,,,Annual,Percent,,,,,,,,,,Suburban,,"270,512",Existing,No,No,Renewal,Stable,,JLL,JLL,Beitler Real Estate Services LLC,"Sovereign Partners, LLC",CBRE,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1999,1/1/2001,,41.993845,-87.86435,No,9550 W Higgins Rd,Pointe O'Hare I,O'Hare,,,,
5319,Office,Office,Aviva Investors Americas,Travel & Recreation,Travel Services,Online Travel Agencies,,Travel & Recreation,Travel Services,Online Travel Agencies,,500 W Madison St,Chicago,Illinois,60661,Accenture Tower,,Chicago,West Loop,,A,,"16,960",1000,10,,Office,Office,2nd Generation,,,,12/1/2018,,,8/30/2029,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"1,369,689",Existing,No,No,Expansion,Growing,,CBRE,JLL,,"Deutsche Asset & Wealth Management, Lincoln Property Company",Newmark Knight Frank,,,Occupied,No,,No,Yes,Yes,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1987,,41.88295,-87.640182,No,,,,,,,
4440,Office,Condo,Ginsberg Jacobs,Professional and Business Services,Business Services,Other,,Professional and Business Services,Business Services,Other,Global Headquarters,203 N LaSalle St,Chicago,Illinois,60601,203 North LaSalle,,Chicago,Central Loop,,A,,"41,443",1800,18,,Office,Office,1st Generation,,144,,12/1/2018,6/1/2019,6/1/2019,5/31/2031,Direct,,$38.50,Full Service Gross,,,Annual 3.00%,Annual,Percent,0.0300,12,,Full Service Gross,$90.00,,,,,CBD,,"750,000",Existing,No,Yes,New Lease,Growing,,JLL,Telos Group,,AEW Capital Management,JLL,,,Occupied,No,,Yes,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1983,1/1/1985,,41.886032,-87.632052,No,600 W Chicago Ave,600 West Chicago,River North,,,,
5320,Office,Office,Heniff Transportation Systems,,,,,,,,,500 W Monroe St,Chicago,Illinois,60661,500 West Monroe,,Chicago,West Loop,,A,,"26,975",,NA,,Office,,,,180,,12/1/2018,4/1/2019,4/1/2019,4/1/2034,Direct,,$0.00,Full Service Gross,,,Annual $0.00,Annual,Amount,0.0000,0,,,$0.00,,,,,CBD,,"966,317",Existing,No,Yes,,,,Colliers International,,,Fulcrum Asset Advisors,"EQ Office Management, LLC",,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1990,1/1/1992,,41.880888,-87.640562,No,,,,,,,
29475,Office,Office,Interpublic Group of Companies,Nonprofit,Association,Association,,Nonprofit,Association,Association,,9550 W Higgins Rd,Rosemont,Illinois,60018,Pointe O'Hare I,Pointe O'Hare,Chicago,O'Hare,,A,,"8,056",1100,11,,Office,Office,1st Generation,,71,,12/1/2018,2/1/2019,2/1/2019,12/31/2024,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,Suburban,,"270,512",Existing,No,No,Expansion,Growing,,JLL,JLL,JLL,"Fulcrum Asset Advisors, Marvin Herb",EQ Office,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1999,1/1/2001,,41.993845,-87.86435,No,,,,,,,
3143,Office,Office,King World Productions,Technology,Managed Application Services,,,Technology,Managed Application Services,,,1 S Wacker Dr,Chicago,Illinois,60606,One South Wacker,,Chicago,West Loop,Wacker West,A,,"31,078",4000,40,,Office,Office,1st Generation,,,,12/1/2018,1/1/2019,1/1/2019,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"1,195,170",Existing,No,Yes,Expansion,Growing,,JLL,Hines,,"Tucker Development, Acadia Realty",MB Real Estate Services,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1979,1/1/1982,,41.88164,-87.636287,Yes,,,,,,,
29396,Office,Office,Harrcourt,,,,,,,,,8725 W Higgins Rd,Chicago,Illinois,60631,O'Hare Plaza I,O'Hare Plaza,Chicago,O'Hare,,A,,"1,344",105,1,,Office,,,,61,,11/30/2018,3/1/2019,3/1/2019,4/29/2024,Direct,,$31.00,N,,,Stepped $0.50,Stepped,Amount,0.5000,5,,,$0.00,,4/30/2024,8/1/2023,,Suburban,,"278,675",Existing,No,No,New to Market,,,JLL,JLL,,Higgins Development Partners,CBRE,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1967,1/1/1969,1/1/1997,41.985605,-87.84543,No,,,,,,,
4371,Office,Office,Denali,,,,,,,,,200 E Randolph St,Chicago,Illinois,60601,AON Center,,Chicago,East Loop,,A,,"69,040",,,,Office,Office,,,120,,11/30/2018,1/1/2020,1/1/2020,12/31/2029,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,CBD,,"2,689,814",Existing,No,No,New Lease,,,Telos Group,GlenStar Properties,JLL,MCZ Development Corporation,JLL,,,Signed,No,,No,Yes,Yes,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1971,1/1/1974,,41.885141,-87.621513,No,,,,,,,
5206,Office,Mixed-Use,Regus,,,,,,,,,425 S Financial Pl,Chicago,Illinois,60605,425 S Financial Place,,Chicago,Central Loop,,A,,"2,076",910D,9,,Office,Office,1st Generation,,13,,11/29/2018,1/1/2019,1/1/2019,1/31/2020,Direct,,$40.00,Full Service Gross,,,Stepped $1.00,Stepped,Amount,1.0000,0,,Full Service Gross,$0.00,,,,,CBD,,"1,041,292",Existing,No,No,New to Market,,,JLL,Lincoln Property Company,JLL,"Lincoln Property Company, Red Rock Developments",Sheffield Management,,,Occupied,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1981,1/1/1984,1/1/2015,41.875732,-87.631973,No,,,,,,,
