PropertyID,Address ,Building Name,Suite,City,State,Postal Code,Market ,Sub Market Cluster,Sub Market,Micro Market,Property Type,Building Type,Building Sub Type,Building Sub Specialty,Building Class,Building Sub Class,Building Status,Space Type,Availability Type,Space Condition,Build Out Condition,Condition,Floors,Is Available,Is Vacant,Is Full Floor?,Is Full Building?,Is Divisibile?,View Space,Min Available s.f.,Max Available s.f.,Rent Low,Rent High,Rent Type,Sale Price,Floor Contig s.f.,Large Block (Bldg Contig) s.f.,Calculated Bldg Contig s.f.,Bldg Contig Rent,Operating Expenses p.s.f.,Taxes p.s.f.,Common Area Maintenance p.s.f.,Date on Market,Vacating Tenant Company,Date Vacant,New Tenant,Move In Date,Earliest Move In Timing,Earliest Move in Date,Minimum Lease Term Months,Maximum Lease Term Months,In Statistics?,Sublessor Company,Listing Broker Company,Amenities,Amenity Comments,Building Size,Building Primary Owner,Column Spacing Width,Column Spacing Depth,Building Location
3163,10 S Wacker Dr,CME Center,,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,Average,27th,Yes,No,No,No,No,,"26,657","26,657",19.75,$22.75,Full Service Gross,,"26,657","80,890","80,890",,,,,10/1/2019,,,,,Specific Date,6/1/2020,,,Yes,,JLL,,,"1,200,000",Tishman Speyer,,,
3163,10 S Wacker Dr,CME Center,,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,Excellent,28th,Yes,No,No,No,No,,"27,518","27,518",38.43,$41.43,Full Service Gross,,"27,518","80,890","80,890",,,,,10/1/2019,,,,,Specific Date,6/1/2020,,,Yes,,JLL,,,"1,200,000",Tishman Speyer,,,
3163,10 S Wacker Dr,CME Center,2900,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,29th,Yes,No,No,No,No,,"13,875","13,875",$44.00,$45.00,NNN,,"13,875","13,875","80,890",$31.00,,,,4/13/2018,,,,,Specific Date,5/1/2019,0,0,Yes,,,,,"1,200,000",Tishman Speyer,,,
3163,10 S Wacker Dr,CME Center,3000,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,30th,Yes,No,No,No,No,,"27,524","27,524",$45.33,$50.33,NNN,,"27,524","27,524","80,890",$31.00,,,,4/13/2018,,,,,Specific Date,5/1/2019,0,0,Yes,,,,,"1,200,000",Tishman Speyer,,,
3163,10 S Wacker Dr,CME Center,3400,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,34th,No,No,No,No,No,,"12,760","12,760",$36.95,$37.95,Full Service Gross,,,"12,760","80,890",,,,,11/8/2018,,,,9/26/2019,Specific Date,,,,Yes,,Tishman Speyer,,,"1,200,000",Tishman Speyer,,,
3163,10 S Wacker Dr,CME Center,3425,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,34th,No,No,No,No,Yes,,"3,900","6,550",$24.48,$26.48,NNN,,"6,550","6,550","80,890",$31.00,,,,5/30/2018,,4/1/2019,,4/1/2019,Specific Date,4/1/2019,0,0,Yes,,Tishman Speyer,,,"1,200,000",Tishman Speyer,,,
3163,10 S Wacker Dr,CME Center,3500,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,Excellent,35th,No,No,No,No,No,,"27,466","27,466",$31.00,$36.00,NNN,,"27,466","27,466","80,890",$31.00,,,,9/6/2016,,,,1/22/2020,Specific Date,9/1/2020,12,84,Yes,,Tishman Speyer,,,"1,200,000",Tishman Speyer,,,
27992,100 N Field Dr,One Conway Park,110,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,Excellent,1st,Yes,Yes,No,No,No,,"6,634","6,634",$22.50,$23.50,Full Service Gross,,"6,634","6,634","6,634",,,,,3/11/2019,,,,,Specific Date,11/1/2019,,,Yes,,Bespoke Commercial Real Estate,,,"105,000",Fulcrum Asset Advisors,,,
27992,100 N Field Dr,One Conway Park,120,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,Yes,No,No,No,,"3,182","3,182",$24.00,$29.00,N,,"3,182","3,182","6,634",$22.50,,,,8/23/2018,,,,11/30/2019,Vacant,,0,0,Yes,,,,,"105,000",Fulcrum Asset Advisors,,,
27992,100 N Field Dr,One Conway Park,150,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"3,108","3,108",$27.30,$32.30,N,,"3,108","3,108","6,634",$22.50,,,,9/8/2017,,,,,Vacant,,,,Yes,,,,,"105,000",Fulcrum Asset Advisors,,,
27992,100 N Field Dr,One Conway Park,210,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,986,986,$38.74,$39.74,Full Service Gross,,"4,412",986,"6,634",$22.50,,,,7/28/2016,,,,1/1/2019,Vacant,,,,Yes,,,,,"105,000",Fulcrum Asset Advisors,,,
27992,100 N Field Dr,One Conway Park,330,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,No,No,No,No,No,,"1,250","1,250",$18.75,$21.75,Full Service Gross,,"1,250","1,250","6,634",$22.50,,,,10/11/2017,,,,1/1/2019,Vacant,,0,0,Yes,,,,,"105,000",Fulcrum Asset Advisors,,,
27992,100 N Field Dr,One Conway Park,350,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,Yes,Yes,No,No,No,,"4,863","4,863",$46.00,$50.00,N,,"4,863","4,863","6,634",$22.50,,,,8/23/2018,,,,,Specific Date,2/1/2019,0,0,Yes,,,,,"105,000",Fulcrum Asset Advisors,,,
3171,100 N Riverside Plz,Boeing Building,B & D,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,8th,Yes,Yes,No,No,Yes,,"11,074","25,166",$49.00,$54.00,,,"25,166","25,166","25,166",$0.00,,,,1/7/2019,,,,,Vacant,,0,0,Yes,,Cushman & Wakefield,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,1660,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,16th,Yes,Yes,No,No,No,,"2,692","2,692",$29.12,$30.12,Full Service Gross,,"2,692","2,692","25,166",$24.50,,,,10/30/2018,,,,,Vacant,,0,0,Yes,,,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,1900,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,19th,Yes,Yes,Yes,No,Yes,,"22,062","22,799",$0.00,$2.00,N,,"22,799","22,799","25,166",$27.00,,,,4/25/2017,,,,,Vacant,,,,Yes,,,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,2000,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,20th,No,No,Yes,No,No,,"22,666","22,666",$28.00,$29.00,N,,"22,666","45,465","25,166",$27.00,,,,8/6/2015,,,,7/1/2018,Vacant,,,,Yes,,,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,,21st,No,No,No,No,No,,"7,300","7,300",$19.00,$24.00,Full Service Gross,,"7,300","7,300","25,166",$0.00,,,,9/2/2016,,,,1/1/2019,TBD,,,,Yes,,,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,22nd,Yes,Yes,No,No,No,,"2,853","2,853",$32.00,$36.00,N,,"2,853","2,853","25,166",$27.00,,,,5/19/2017,,,,,Vacant,,0,0,Yes,,,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,2200,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,22nd,No,No,No,No,No,,"13,747","13,747",$31.87,$33.87,N,,"13,747","13,747","25,166",$26.00,,,,5/19/2017,,,,1/1/2019,TBD,1/1/2019,,,Yes,,,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,2300,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,23rd,Yes,Yes,No,No,No,,"12,706","12,706",$26.50,$31.50,N,,"12,706","12,706","25,166",$27.00,,,,12/17/2015,,5/1/2019,,,Vacant,,,,Yes,,,,,"778,574",Boeing Company,,,
3171,100 N Riverside Plz,Boeing Building,,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,,24th,No,No,No,No,No,,"12,260","12,260",$16.50,$19.50,Full Service Gross,,"12,260","12,260","25,166",$0.00,,,,3/6/2018,,,,7/4/2019,,,0,0,Yes,,Cushman & Wakefield,,,"778,574",Boeing Company,,,
27995,100 S 1st St,The Plaza,141,Saint Charles,Illinois,60174,Chicago,Suburban,Western East-West,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Full Build-Out,Excellent,1st,No,No,No,No,No,,"1,471","1,471",$29.33,$34.33,NNN,,"1,471","1,471","5,636",$25.00,,,,2/9/2018,,,,11/30/2018,Vacant,,0,0,No,,,,,"75,000",City of St. Charles,,,
27995,100 S 1st St,The Plaza,201,Saint Charles,Illinois,60174,Chicago,Suburban,Western East-West,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Full Build-Out,Trophy,2nd,Yes,Yes,No,No,No,,"4,033","4,033",$26.92,$31.92,NNN,,"5,636","5,636","5,636",$20.00,,,,2/9/2018,,,,,Vacant,,0,0,No,,,,,"75,000",City of St. Charles,,,
27995,100 S 1st St,The Plaza,207,Saint Charles,Illinois,60174,Chicago,Suburban,Western East-West,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Full Build-Out,Excellent,2nd,Yes,Yes,No,No,No,,"1,603","1,603",$46.66,$49.66,NNN,,"5,636","5,636","5,636",$20.00,,,,2/13/2018,,,,,Vacant,,0,0,No,,,,,"75,000",City of St. Charles,,,
27995,100 S 1st St,The Plaza,236,Saint Charles,Illinois,60174,Chicago,Suburban,Western East-West,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Shell Space,Excellent,2nd,No,No,No,No,No,,"1,373","1,373",$42.09,$43.09,NNN,,"1,373","1,391","5,636",$20.00,,,,6/25/2007,,,,11/30/2018,Vacant,,,,No,,,,,"75,000",City of St. Charles,,,
27996,100 S Saunders Rd,Landmark I,140,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,1st,Yes,Yes,No,No,No,,"3,255","3,255",,$3.00,N,,"3,255","3,255","19,901",$20.00,,,,1/29/2018,,,,,Specific Date,1/1/2019,0,0,Yes,,,,,"162,816",Newsweb Corporation,,,
27996,100 S Saunders Rd,Landmark I,130,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,Excellent,1st,Yes,Yes,No,No,No,,"6,756","6,756",$24.00,$26.00,N,,"6,756","6,756","19,901",$20.00,,,,5/18/2015,,6/1/2020,,,Vacant,,36,120,Yes,,Cushman & Wakefield,,,"162,816",Newsweb Corporation,,,
27996,100 S Saunders Rd,Landmark I,250,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,2nd,Yes,No,No,No,No,,"19,901","19,901",$40.50,$41.50,N,,"19,901","19,901","19,901",$20.00,,,,12/11/2017,,,,,Specific Date,12/1/2018,,,Yes,,,,,"162,816",Newsweb Corporation,,,
27996,100 S Saunders Rd,Landmark I,350,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,Yes,Yes,No,No,No,,"11,506","11,506",$26.62,$30.62,N,,"11,506","11,506","19,901",$20.00,,,,7/22/2015,,,,,Vacant,,0,0,Yes,,,,,"162,816",Newsweb Corporation,,,
27996,100 S Saunders Rd,Landmark I,400,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,,,,,4,No,No,No,No,No,,,"43,101",$57.00,$60.00,Full Service Gross,,,"43,101","19,901",,,,,3/22/2018,,,,3/1/2018,Vacant,,,,Yes,,,,,"162,816",Newsweb Corporation,,,
397406,100-112 S State St,1 W Monroe,,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Coworking,,3rd,No,No,No,No,Yes,,"1,000","13,332",40.5,$45.50,,,"13,332","13,332","1,068",,,,,4/11/2019,,,,12/27/2019,Negotiable,,,,Yes,,WeWork,,,"70,918",Tishman Real Estate Services,,,
397406,100-112 S State St,1 W Monroe,,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,Yes,No,No,No,No,,"1,068","1,068",44.5,$47.50,Full Service Gross,,"1,068","1,068","1,068",,,,,7/2/2019,,,,,TBD,,,,Yes,,WeWork,,,"70,918",Tishman Real Estate Services,,,
397406,100-112 S State St,1 W Monroe,,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Coworking,,3rd,No,No,No,No,No,,"1,068","1,068",27.08,$29.08,,,,,"1,068",,,,,6/27/2019,,,,7/27/2019,,,,,Yes,,WeWork,,,"70,918",Tishman Real Estate Services,,,
397406,100-112 S State St,1 W Monroe,,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,3rd,No,No,No,No,Yes,,20,"14,400",$52.68,$57.68,,,"14,400","14,400","1,068",$0.00,,,,4/5/2017,,,,,Negotiable,,0,0,Yes,,,,,"70,918",Tishman Real Estate Services,,,
397406,100-112 S State St,1 W Monroe,,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Coworking,,4th,No,No,No,No,Yes,,100,750,30.02,$33.02,Full Service Gross,,750,750,"1,068",,,,,3/7/2019,,,,7/27/2019,Negotiable,,,,Yes,,WeWork,,,"70,918",Tishman Real Estate Services,,,
397406,100-112 S State St,1 W Monroe,04-150,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Coworking,,4th,No,No,No,No,No,,"1,216","1,216",31.65,$36.65,,,"1,216","1,216","1,068",,,,,4/11/2019,,,,7/27/2019,,,,,Yes,,WeWork,,,"70,918",Tishman Real Estate Services,,,
397406,100-112 S State St,1 W Monroe,,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,4th,No,No,No,No,Yes,,20,"14,400",14,$18.00,,,"14,400","14,400","1,068",,,,,4/5/2017,,,,7/27/2019,Negotiable,,,,Yes,,WeWork,,,"70,918",Tishman Real Estate Services,,,
397406,100-112 S State St,1 W Monroe,,Chicago,Illinois,60603,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,5th,No,No,No,No,Yes,,20,"14,400",18,$20.00,,,"14,400","14,400","1,068",,,,,4/5/2017,,,,12/27/2019,Negotiable,,,,Yes,,WeWork,,,"70,918",Tishman Real Estate Services,,,
28003,1000 Burr Ridge Pkwy,1000 Burr Ridge,100,Burr Ridge,Illinois,60527,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"1,500","1,500",$24.75,$29.75,Modified Gross,,"1,500","1,500","5,040",$25.00,,,,4/18/2016,,,,4/1/2019,Negotiable,,,,Yes,,,,,"57,222",Teamsters Local 731,,,
28003,1000 Burr Ridge Pkwy,1000 Burr Ridge,,Burr Ridge,Illinois,60527,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,1st,No,No,No,No,No,,"6,983","6,983",$51.00,$54.00,,,"6,983","6,983","5,040",,,,,9/13/2018,,,,5/12/2019,Specific Date,4/1/2019,,,Yes,,CBRE,,,"57,222",Teamsters Local 731,,,
28003,1000 Burr Ridge Pkwy,1000 Burr Ridge,A,Burr Ridge,Illinois,60527,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,No,No,No,,"5,040","5,040",$24.76,$25.76,Modified Gross,,"5,040","5,040","5,040",,,,,8/14/2019,,,,,Vacant,,,,Yes,,Cawley Chicago Commercial Real Estate,,,"57,222",Teamsters Local 731,,,
28003,1000 Burr Ridge Pkwy,1000 Burr Ridge,C,Burr Ridge,Illinois,60527,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,No,No,No,,"2,975","2,975",$40.00,$45.00,Modified Gross,,"2,975","2,975","5,040",$25.00,,,,9/5/2018,,,,,Vacant,,,,Yes,,Cawley Chicago Commercial Real Estate,,,"57,222",Teamsters Local 731,,,
28005,1000 E Warrenville Rd,1000 East Warrenville,101,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"12,753","12,753",$38.00,$42.00,Full Service Gross,,"12,753","12,753",0,$16.00,,,,2/13/2018,,,,1/1/2019,Specific Date,12/1/2018,0,0,Yes,,,,,"267,000",Elad Canada Inc.,,,
28005,1000 E Warrenville Rd,1000 East Warrenville,,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,,,,,1-3,No,No,No,No,No,,,"113,000",17,$18.00,,,,"113,000",0,,,,,9/25/2018,,,,,Vacant,,,,Yes,,,,,"267,000",Elad Canada Inc.,,,
28005,1000 E Warrenville Rd,1000 East Warrenville,255,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Sublet,,,,,2nd,No,No,No,No,No,,,"5,448",$35.00,$40.00,Full Service Gross,,,"5,448",0,,,,,6/27/2018,,,,,TBD,,,,Yes,,,,,"267,000",Elad Canada Inc.,,,
28005,1000 E Warrenville Rd,1000 East Warrenville,210,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"12,934","12,934",$44.16,$49.16,Full Service Gross,,"16,245","16,245",0,$16.00,,,,7/27/2015,,,,1/1/2019,Vacant,,,,Yes,,,,,"267,000",Elad Canada Inc.,,,
28005,1000 E Warrenville Rd,1000 East Warrenville,275,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"3,311","3,311",,$5.00,Full Service Gross,,"16,245","16,245",0,$16.00,,,,5/11/2012,,,,1/1/2019,Vacant,,,,Yes,,,,,"267,000",Elad Canada Inc.,,,
28011,1000 Milwaukee Ave,,,Glenview,Illinois,60025,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Demolished,Direct,For Lease,,,,1st,No,No,Yes,No,No,,"55,801","55,801",$25.00,$30.00,Full Service Gross,,"55,801","405,039",0,$16.00,,,,12/12/2012,,,,1/1/2019,Vacant,,,,No,,,,,"405,039","Abt Electronics, Inc.",,,
28011,1000 Milwaukee Ave,,,Glenview,Illinois,60025,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Demolished,Direct,For Lease,,,,2nd,No,No,Yes,No,No,,"60,843","60,843",,$3.00,Full Service Gross,,"60,843","405,039",0,$16.00,,,,12/12/2012,,,,1/1/2019,Vacant,,,,No,,,,,"405,039","Abt Electronics, Inc.",,,
28011,1000 Milwaukee Ave,,,Glenview,Illinois,60025,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Demolished,Direct,For Lease,,,,3rd,No,No,Yes,No,No,,"60,843","60,843",$35.60,$39.60,Full Service Gross,,"60,843","405,039",0,$16.00,,,,8/30/2013,,,,1/1/2019,Vacant,,,,No,,,,,"405,039","Abt Electronics, Inc.",,,
28011,1000 Milwaukee Ave,,,Glenview,Illinois,60025,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Demolished,Direct,For Lease,,,,4th,No,No,No,No,No,,"60,843","60,843",$42.00,$45.00,Full Service Gross,,"60,843","405,039",0,$16.00,,,,8/30/2013,,,,1/1/2019,Vacant,,,,No,,,,,"405,039","Abt Electronics, Inc.",,,
28011,1000 Milwaukee Ave,,,Glenview,Illinois,60025,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Demolished,Direct,For Lease,,,,5th,No,No,Yes,No,No,,"60,843","60,843",$0.00,$2.00,Full Service Gross,,"60,843","405,039",0,$16.00,,,,12/12/2012,,,,1/1/2019,Vacant,,,,No,,,,,"405,039","Abt Electronics, Inc.",,,
28011,1000 Milwaukee Ave,,,Glenview,Illinois,60025,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Demolished,Direct,For Lease,,,,6th,No,No,Yes,No,No,,"60,843","60,843",$25.00,$27.00,Full Service Gross,,"60,843","405,039",0,$16.00,,,,8/30/2013,,,,1/1/2019,Vacant,,,,No,,,,,"405,039","Abt Electronics, Inc.",,,
541704,1000 Remington Blvd,Tallgrass Corporate Center,,Bolingbrook,Illinois,60440,Chicago,Outer Suburbs,South Suburbs,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,No,No,No,,"9,289","9,289",46,$49.00,Full Service Gross,,"9,289","9,289","63,203",,,,,3/6/2019,,,,,30 Days,,,,No,,Colliers International,,,"533,365","ASA Properties, LLC/Middleton Partners, LLC",,,
541704,1000 Remington Blvd,Tallgrass Corporate Center,200,Bolingbrook,Illinois,60440,Chicago,Outer Suburbs,South Suburbs,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"70,710","70,710",20,$25.00,,,,,"63,203",,,,,3/6/2019,,,,9/6/2019,,,,,No,,Colliers International,,,"533,365","ASA Properties, LLC/Middleton Partners, LLC",,,
541704,1000 Remington Blvd,Tallgrass Corporate Center,300,Bolingbrook,Illinois,60440,Chicago,Outer Suburbs,South Suburbs,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,Yes,No,No,No,Yes,,"15,000","63,203",$37.00,$39.00,Full Service Gross,,"63,203","63,203","63,203",,,,,3/6/2019,,,,,Specific Date,1/1/2020,,,No,,Colliers International,,,"533,365","ASA Properties, LLC/Middleton Partners, LLC",,,
28032,1007 Church St,Church Street Office Center,108,Evanston,Illinois,60201,Chicago,Suburban,North Cook County,Evanston,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"1,969","1,969",$17.00,$21.00,Modified Gross,,,,"12,201",,,,,4/1/2019,,,,5/1/2019,,,,,Yes,,Colliers International,,,"153,389",FD Stonewater,,,
28032,1007 Church St,Church Street Office Center,304,Evanston,Illinois,60201,Chicago,Suburban,North Cook County,Evanston,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,3rd,Yes,Yes,No,No,No,,803,803,$28.37,$33.37,Full Service Gross,,"15,487",803,"12,201",,,,,4/1/2019,,,,,Vacant,,,,Yes,,Colliers International,,,"153,389",FD Stonewater,,,
28032,1007 Church St,Church Street Office Center,300,Evanston,Illinois,60201,Chicago,Suburban,North Cook County,Evanston,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,Partial Build-Out,,3rd,Yes,No,No,No,No,,"1,297","1,297",$30.43,$33.43,Modified Gross,,"1,297","1,297","12,201",$40.00,,,,1/18/2018,,,,,30 Days,,0,0,Yes,,,,,"153,389",FD Stonewater,,,
28032,1007 Church St,Church Street Office Center,312,Evanston,Illinois,60201,Chicago,Suburban,North Cook County,Evanston,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,Partial Build-Out,,3rd,Yes,No,No,No,No,,"4,371","4,371",$41.75,$43.75,Modified Gross,,"4,371","4,371","12,201",$40.00,,,,5/4/2018,,,,,Specific Date,3/1/2019,0,0,Yes,,,,,"153,389",FD Stonewater,,,
28032,1007 Church St,Church Street Office Center,314,Evanston,Illinois,60201,Chicago,Suburban,North Cook County,Evanston,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,Partial Build-Out,,3rd,Yes,Yes,No,No,No,,"2,574","2,574",$25.00,$27.00,Full Service Gross,,"2,574","2,574","12,201",$0.00,,,,10/15/2018,,,,,Vacant,,0,0,Yes,,,,,"153,389",FD Stonewater,,,
28032,1007 Church St,Church Street Office Center,700,Evanston,Illinois,60201,Chicago,Suburban,North Cook County,Evanston,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,Spec,,7th,Yes,Yes,No,No,No,,"12,201","12,201",$35.00,$36.00,Full Service Gross,,"12,201","12,201","12,201",,,,,3/8/2019,,,,,30 Days,,,,Yes,,Colliers International,,,"153,389",FD Stonewater,,,
28032,1007 Church St,Church Street Office Center,,Evanston,Illinois,60201,Chicago,Suburban,North Cook County,Evanston,Office,Office,Mixed-Use,,A,,Existing,Sublet,For Lease,,Full Build-Out,,7th,No,No,No,No,No,,"10,530","10,530",$0.00,$1.00,Full Service Gross,,"10,530","10,530","12,201",$0.00,,,,9/14/2017,,,,4/1/2019,30 Days,,,,Yes,,Tenant Advisors,,,"153,389",FD Stonewater,,,
3223,101 N Wacker Dr,101 North Wacker,160,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,MEZZ,Yes,Yes,No,No,No,,"6,630","6,630",$35.00,$39.00,N,,"17,426","17,426","17,426",,$8.24,$7.66,,5/7/2019,,,,,Vacant,,,,Yes,,JLL,,,"599,503",LaSalle Investment Management,,,
3223,101 N Wacker Dr,101 North Wacker,150,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,MEZZ,Yes,Yes,No,No,No,,"6,685","6,685",$52.56,$57.56,N,,"17,426","17,426","17,426",,$8.24,$7.66,,5/7/2019,,,,,Vacant,,,,Yes,,JLL,,,"599,503",LaSalle Investment Management,,,
3223,101 N Wacker Dr,101 North Wacker,101,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,MEZZ,Yes,Yes,No,No,No,,"4,111","4,111",$24.00,$28.00,N,,"17,426","17,426","17,426",,$8.24,$7.66,,5/7/2019,,,,,Vacant,,,,Yes,,JLL,,,"599,503",LaSalle Investment Management,,,
