PropertyID,Bldg Type,Bldg Subtype,Sale Status,Active Marketing Date,Under Contract Date,Sold Date,Address,City,State,Zip,Bldg Name,Business Park,Market,Submarket,Micromarket,Bldg Class,Bldg Status,Tenancy,Bldg Size at Sale,Bldg Size,Sales Price,Price Est?,Portfolio?,Sale is Confidential,Parcel Size (acres),Parcel Number,Cap Rate,Occupancy at Sale,Asset Profile,Buyer,Buyer Company Participation %,Buyer Company Countries,Seller,Buyer Broker Company,Seller Broker Company,CAs,Tours,Bids,Construction Materials,Dock Configuration Type,Industrial AC,Crane Served?,Crane Comments,Submarket Cluster,Custom Cluster,Stories,Build Date,Renovated Date,Landlord Leasing Company,Management Company,Sale Type,Latitude,Longitude,Is Federal Sale?,Most Expensive Street?
28640,Office,Office,Sold,,,6/30/2015,2355 Waukegan Rd,Bannockburn,Illinois,60015,Bannockburn Lakes III,Bannockburn Lake Office Plaza,Chicago,North Lake County,,A,Existing,,"106,495","106,495","$112,500,000",No,No,No,,16-20-200-040,,,,American Realty Capital,,,Blackstone Group,,Eastdil Secured,,,,,,,,,Suburban,,3,1/1/1980,,CBRE,Tishman Speyer,Owner-User,42.195225,-87.855064,No,No
29282,Office,Office,Sold,,,6/26/2015,747 E 22nd St,Lombard,Illinois,60148,747 East 22nd,,Chicago,Eastern East-West,,A,Existing,,"209,557","209,557","$10,350,000",No,No,No,,06-29-200-059,,,,Broadway Partners,1.0000,,LaSalle Bank National Association,,JLL,,,,,,,,,Suburban,,4,1/1/1987,,JLL,JLL,Owner-User,41.845909,-87.998444,No,No
28924,Office,Office,Sold,,,6/11/2015,4 Parkway N,Deerfield,Illinois,60015,Four Parkway North,Parkway North Center,Chicago,North Lake County,,A,Existing,,"177,880","177,880","$16,345,088",No,Yes,No,,16-31-101-041,686.0%,10000%,Core-plus,Pearlmark Real Estate Partners,1.0000,,"Zeller Realty Group, BDT Capital Partners",,Eastdil Secured,,,,,,,,,Suburban,,5,1/1/1999,,Wintrust Financial,MB Real Estate Services,Acquisition,42.162287,-87.880544,No,No
28612,Office,Office,Sold,,,6/11/2015,2275 Cabot Dr,Lisle,Illinois,60532,Corporate Lakes IV,Corporate Lakes,Chicago,Western East-West,,A,Existing,,"94,375","94,375","$29,072,588",No,Yes,No,,,686.0%,10000%,Core-plus,VEREIT,1.0000,,Five Mile Capital Partners,,Eastdil Secured,,,,,,,,,Suburban,,4,1/1/1996,,Zeller Realty Group,EQ Office,Acquisition,41.809293,-88.100151,No,No
29056,Office,Office,Sold,,,6/8/2015,510 Lake Cook Rd,Deerfield,Illinois,60015,Corporate 510,Corporate 500 Park,Chicago,North Lake County,,A,Existing,,"159,420","159,420","$111,500,000",No,Yes,No,,16-33-301-013,,2240%,,HQ Capital Real Estate LP,1.0000,,General Electric,,HFF (dba JLL),,,,,,,,,Suburban,,4,1/1/1986,,NAI Hiffman,Zeller Realty Group,Owner-User,42.154003,-87.84028,No,No
29067,Office,Office,Sold,,,6/8/2015,520 Lake Cook Rd,Deerfield,Illinois,60015,Corporate 520,Corporate 500 Park,Chicago,North Lake County,,A,Existing,,"186,858","186,858","$76,000,000",No,Yes,No,,16-33-301-009,,7170%,,Zeller Realty Group,1.0000,,Duke Realty Corporation,,HFF (dba JLL),,,,,,,,,Suburban,,6,1/1/1989,,Hamilton Partners,Oak Street Real Estate Capital,Owner-User,42.15667,-87.842766,No,No
29086,Office,Office,Sold,,,6/8/2015,540 Lake Cook Rd,Deerfield,Illinois,60015,Corporate 540,Corporate 500 Park,Chicago,North Lake County,,A,Existing,,"193,299","193,299","$16,500,000",No,Yes,No,,16-33-301-009,,9490%,,GE Real Estate,1.0000,,Blackstone Group,,HFF (dba JLL),,,,,,,,,Suburban,,6,1/1/1989,,Colliers International,CBRE,Owner-User,42.1565,-87.841951,No,No
29041,Office,Office,Sold,,,6/8/2015,500 Lake Cook Rd,Deerfield,Illinois,60015,Corporate 500,Corporate 500 Park,Chicago,North Lake County,,A,Existing,Multi-Tenant,"158,096","158,096","$132,666,667",No,Yes,No,,16-33-300-026,,9300%,,Equity Commonwealth,1.0000,,Brijus Properties,,HFF (dba JLL),,,,,,,,,Suburban,,4,1/1/1986,,Zeller Realty Group,GlenStar Properties,Owner-User,42.152245,-87.77175,No,No
4655,Office,Office,Sold,,,6/5/2015,233 S Wacker Dr,Chicago,Illinois,60606,Willis Tower,,Chicago,West Loop,Wacker West,A,Existing,Multi-Tenant,"3,781,045","3,781,045","$40,337,821",No,No,No,,17-16-216-009-0000,660.0%,8600%,,Blackstone Group,1.0000,,Shorenstein Properties LLC,,Eastdil Secured,,,,,,,,,CBD,,110,1/1/1973,8/1/2019,Cushman & Wakefield,Hamilton Partners,Acquisition,41.878859,-87.636016,No,Yes
28466,Office,Office,Sold,,,5/28/2015,1955 W Field Ct,Lake Forest,Illinois,60045,1955 West Field,Conway Park,Chicago,North Lake County,,A,Existing,,"59,130","59,130","$67,650,000",No,Yes,No,,,785.0%,10000%,Value-add,"Lincoln Property Company, Crestlight Capital, GFH Financial Group",1.0000,,John Hancock Realty,,CBRE,,,,,,,,,Suburban,,3,1/1/2001,,Telos Group,JLL,Acquisition,42.243106,-87.894516,No,No
3143,Office,Office,Sold,,,5/22/2015,1 S Wacker Dr,Chicago,Illinois,60606,One South Wacker,,Chicago,West Loop,Wacker West,A,Existing,Multi-Tenant,"1,195,170","1,195,170","$168,876,272",No,No,No,,17-16-201-001-0000,540.0%,8910%,,"Helios Properties, Realty Mogul",1.0000,,Travelers Insurance,,Eastdil Secured,,,,,,,,,CBD,,40,1/1/1982,,CBRE,JLL,Acquisition,41.88164,-87.636287,No,Yes
29420,Office,Medical,Sold,,,4/30/2015,900 Rand Rd,Des Plaines,Illinois,60016,Rand Road Medical Office Building,Rand Road Medical Office Building,Chicago,O'Hare,,A,Existing,Multi-Tenant,"60,900","60,900","$37,354,800",No,No,No,,09-08-300-005-0000,,,,Keystone Property Group,"0.8000, 0.2000",",",Deutsche Asset & Wealth Management,,Marcus & Millichap,,,,,,,,,Suburban,,3,1/1/2008,,Lexington Realty Trust,Transwestern,Owner-User,42.057022,-87.902062,No,No
5458,Office,Office,Sold,,,1/30/2015,550 W Adams St,Chicago,Illinois,60661,USG Building,,Chicago,West Loop,,A,Existing,Multi-Tenant,"483,677","483,677","$9,210,617",No,No,No,,17-16-107-021-0000,530.0%,8810%,,Millbrook Real Estate Company,1.0000,,AREA Property Partners,,HFF (dba JLL),,,,,,,,,CBD,,18,1/1/2006,,Cushman & Wakefield,Colliers International,Acquisition,41.8795,-87.641944,No,No
140687,Office,Creative,Sold,,,1/16/2015,225 W Ohio St,Chicago,Illinois,60654,225 West Ohio,,Chicago,River North,,A,Existing,Multi-Tenant,"48,499","48,499","$13,100,000",No,No,No,,,715.0%,10000%,,Briar Meads Capital,"0.5000, 0.5000",",",Blackstone Group,,Cushman & Wakefield,,,,,,,,,CBD,,6,1/1/1900,1/1/2007,GlenStar Properties,JLL,Acquisition,41.892178,-87.635342,No,No
28525,Office,Medical,Sold,,,1/16/2015,2040 Ogden Ave,Aurora,Illinois,60504,Rush-Copley POB II,Rush-Copley POB II,Chicago,Western East-West,,A,Existing,,"80,744","80,744","$23,968,015",Yes,Yes,No,,15-36-400-041,630.0%,9210%,,"Zeller Realty Group, BDT Capital Partners",1.0000,,AMBC LLC,,,,,,,,,,,Suburban,,4,1/1/2009,,CBRE,NAI Global,Acquisition,41.729283,-88.269907,No,No
542030,Office,Office,Sold,,,1/16/2015,525 E Congress Pkwy,Crystal Lake,Illinois,60014,Outpatient Center & Immediate Center,,Chicago,Northwest,,A,Existing,,"67,000","67,000","$12,540,000",Yes,Yes,No,4,19-04-427-008,630.0%,6410%,,Wilton U.S. Commercial,1.0000,,TIER REIT,,,,,,,,,,,Suburban,,3,1/1/2008,,NAI Global,EQ Office,Acquisition,42.231692,-88.300324,No,No
28260,Office,Office,Sold,,,12/29/2014,150 E Pierce Rd,Itasca,Illinois,60143,150 East Pierce,Hamilton Lakes,Chicago,Northwest,,A,Existing,Multi-Tenant,"185,020","185,020","$146,000,000",No,No,No,,,,7480%,,Valley Equity Group,1.0000,,"CWCapital Asset Management, LLC",,CBRE,,,,,,,,,Suburban,,6,1/1/2002,,Telos Group,Piedmont Office Realty Trust,Acquisition,41.985235,-88.007594,No,No
3222,Office,Office,Sold,,,11/26/2014,101 E Erie St,Chicago,Illinois,60611,,,Chicago,North Michigan Avenue,,A,Existing,,"227,569","230,704","$67,000,000",No,No,No,1,17-10-113-007-0000,,10000%,,Blackstone Group,"0.5000, 0.5000",",","LaSalle Investment Management, ORIX Corporation",CBRE,,,,,,,,,,CBD,,20,1/1/1984,,Colliers International,John Buck Company,Acquisition,41.894111,-87.625053,No,No
29385,Office,Office,Sold,,,11/12/2014,8550 W Bryn Mawr Ave,Chicago,Illinois,60631,International Tower,,Chicago,O'Hare,,A,Existing,Multi-Tenant,"302,088","302,088","$27,649,435",No,No,No,,12-02-304-009-0000,705.0%,9800%,,KBS Realty Advisors,"0.5000, 0.5000",",","Walton Street Capital, GlenStar Properties",,CBRE,,,,,,,,,Suburban,,11,1/1/1968,1/1/1999,Transwestern,Shapack Partners,Acquisition,41.981663,-87.840634,No,No
27960,Office,Office,Sold,,,11/12/2014,1 Corporate Dr,Long Grove,Illinois,60047,One Corporate,Kemper Lakes Business Center,Chicago,North Lake County,,A,Existing,Multi-Tenant,"420,580","420,580","$17,114,315",No,Yes,No,,14-14-300-003,775.0%,10000%,,Brijus Properties,1.0000,,HQ Capital Real Estate LP,,HFF (dba JLL),,,,,,,,,Suburban,,3,1/1/1971,1/1/2007,Colliers International,Lincoln Property Company,Acquisition,42.201482,-88.038978,No,No
28477,Office,Office,Sold,,,11/12/2014,2 Corporate Dr,Long Grove,Illinois,60047,Two Corporate,Kemper Lakes Business Center,Chicago,North Lake County,,A,Existing,Multi-Tenant,"173,237","173,237","$209,000,000",No,Yes,No,,14-14-300-003,775.0%,9110%,,Ventas,1.0000,,"Fulcrum Asset Advisors, Angelo, Gordon & Company",,HFF (dba JLL),,,,,,,,,Suburban,,3,1/1/1979,1/1/2007,Colliers International,CBRE,Acquisition,42.202113,-88.03834,No,No
28772,Office,Office,Sold,,,11/12/2014,3 Corporate Dr,Long Grove,Illinois,60047,Three Corporate,Kemper Lakes Business Center,Chicago,North Lake County,,A,Existing,Multi-Tenant,"308,305","308,305","$32,019,174",No,Yes,No,,14-14-300-006,775.0%,10000%,,"Brookfield Office Properties, Blackstone Group",1.0000,,Blackstone Group,,HFF (dba JLL),,,,,,,,,Suburban,,3,1/1/1991,1/1/2007,Colliers International,JLL,Acquisition,42.202919,-88.037117,No,No
28922,Office,Office,Sold,,,11/12/2014,4 Corporate Dr,Long Grove,Illinois,60047,Four Corporate,Kemper Lakes Business Center,Chicago,North Lake County,,A,Existing,Multi-Tenant,"189,092","189,092","$19,350,000",No,Yes,No,,14-14-300-006,775.0%,10000%,,Oak Street Real Estate Capital,1.0000,,Gramercy Property Trust,,HFF (dba JLL),,,,,,,,,Suburban,,3,1/1/1983,1/1/2012,JLL,Zeller Management Corporation,Acquisition,42.204115,-88.036006,No,No
29081,Office,Office,Sold,,,11/3/2014,535 E Diehl Rd,Naperville,Illinois,60563,Washington Pointe,,Chicago,Western East-West,,A,Existing,Multi-Tenant,"163,623","163,956","$369,145,000",No,No,No,,08-06-410-001,,10000%,,"M&J Wilkow, Cargill Value Investment",1.0000,,"The Opus Group, AEW Capital Management",,CBR,,,,,,,,,Suburban,,4,1/1/1999,,Hamilton Partners,Northwestern University,Acquisition,41.804733,-88.139641,No,No
28156,Office,Office,Sold,,,10/29/2014,1211 W 22nd St,Oak Brook,Illinois,60523,Oak Brook 22 Tower One,Oak Brook 22,Chicago,Eastern East-West,Oak Brook,A,Existing,Multi-Tenant,"156,699","156,699","$155,953,170",No,Yes,No,,05-05-205-010,600.0%,9770%,,Triple Net Properties,1.0000,,"ITOCHU International, L&B Realty Advisors",,CBRE,,,,,,,,,Suburban,,11,1/1/1985,1/1/1993,NAI Global,JLL,Acquisition,41.846148,-87.949011,No,No
28195,Office,Office,Sold,,,10/29/2014,1301 W 22nd St,Oak Brook,Illinois,60523,Oak Brook 22 Tower Two,Oak Brook 22,Chicago,Eastern East-West,Oak Brook,A,Existing,Multi-Tenant,"156,699","156,699","$336,700,000",No,Yes,No,,02-28-101-055,600.0%,8560%,,Walgreens,1.0000,,Blackstone Group,,CBRE,,,,,,,,,Suburban,,11,1/1/1985,1/1/1993,Hamilton Partners,John Buck Company,Acquisition,41.846214,-87.950503,No,No
29462,Office,Office,Sold,,,10/15/2014,9450 W Bryn Mawr Ave,Rosemont,Illinois,60018,Columbia Centre II,Columbia Centre,Chicago,O'Hare,,A,Existing,Multi-Tenant,"148,927","149,319","$22,803,811",No,Yes,No,,12-03-310-012-0000,,7080%,,HNA Group,1.0000,,"GE Asset Management, Estein & Associates",Cushman & Wakefield,HFF (dba JLL),,,,,,,,,Suburban,,7,1/1/1988,,GlenStar Properties,Colliers International,Acquisition,41.981004,-87.864125,No,No
28563,Office,Office,Sold,,,9/28/2014,21440 W Lake Cook Rd,Deer Park,Illinois,60010,The Reserve at Deer Park,,Chicago,North Lake County,,A,Existing,Multi-Tenant,"351,425","351,425","$17,575,000",No,No,No,,,775.0%,10000%,,BRE/Southfield LLC,"0.4500, 0.4500, 0.1000",", ,",Blackstone Group,,,,,,,,,,,Suburban,,7,1/1/2002,,Cushman & Wakefield,Oak Street Real Estate Capital,Acquisition,42.156743,-88.050643,No,No
29243,Office,Office,Sold,,,9/8/2014,701 E 22nd St,Lombard,Illinois,60148,701 East 22nd,,Chicago,Eastern East-West,,A,Existing,Multi-Tenant,"174,098","174,098","$35,143,679",No,No,No,,06-29-200-058,,9800%,,"Pembroke Hobson, LLC",1.0000,,R.R. Donnelley & Sons Company,,JLL,,,,,,,,,Suburban,,4,1/1/1980,1/1/2001,Bridge Commercial Real Estate,Loft Development,Acquisition,41.845073,-88.000546,No,No
5704,Office,Office,Sold,,,8/29/2014,70 W Madison St,Chicago,Illinois,60602,Three First National Plaza,,Chicago,Central Loop,,A,Existing,Multi-Tenant,"1,439,369","1,439,360","$39,701,274",No,No,No,,17-09-462-015-0000,620.0%,8800%,,True North Management Group,"0.5000, 0.3000, 0.2000",", ,","HypoVereinsbank, Lend Lease",,Eastdil Secured,,,,,,,,,CBD,,57,1/1/1980,,CBRE,Bridge Investment Group,Acquisition,41.882269,-87.630245,No,No
28806,Office,Office,Sold,,,8/27/2014,3025 Highland Pky,Downers Grove,Illinois,60515,Highland Landmark II,Highland Landmark,Chicago,Eastern East-West,,A,Existing,Multi-Tenant,"284,278","284,278","$8,140,081",No,No,No,,06-29-403-035,,6090%,,Nuveen Real Estate,1.0000,,JP Morgan Chase & Company,,HFF (dba JLL),,,,,,,,,Suburban,,8,1/1/1998,,"American Realty Capital Trust III, Inc.",Colliers International,Acquisition,41.834171,-88.004722,No,No
28032,Office,Mixed-Use,Sold,,,6/2/2014,1007 Church St,Evanston,Illinois,60201,Church Street Office Center,,Chicago,North Cook County,Evanston,A,Existing,,"153,389","153,389","$91,500,000",No,No,No,,11-18-123-012-0000,,10000%,,Pearlmark Real Estate Partners,1.0000,,"Spaulding & Slye, GID Investment LLC",,,,,,,,,,,Suburban,,8,1/1/1984,1/1/2010,Colliers International,CBRE,Acquisition,42.048543,-87.685769,No,No
29124,Office,Office,Sold,,,5/22/2014,5550 Prairie Stone Pkwy,Hoffman Estates,Illinois,60192,Two Park Center,Two Park Center,Chicago,Northwest,,A,Existing,,"193,700","193,700","$136,480,790",No,No,No,,01-32-302-024-0000,,10000%,,MJH Corporate Center I LLC,1.0000,,Miller Global Properties,,CBRE,,,,,,,,,Suburban,,4,1/1/2000,,Lincoln Property Company,Colliers International,Owner-User,42.071087,-88.218506,No,No
28542,Office,Office,Sold,,,5/1/2014,2100 E Lake Cook Rd,Buffalo Grove,Illinois,60089,Riverwalk II,Riverwalk Office Plaza,Chicago,North Lake County,,A,Existing,Multi-Tenant,"258,995","258,995","$52,062,526",No,No,No,,15-35-402-112,,7710%,,Great Lakes REIT,1.0000,,Cornerstone Realty,,JLL,,,,,,,,,Suburban,,12,1/1/1998,,Zeller Realty Group,Golub & Company,Acquisition,42.154885,-87.914221,No,No
4440,Office,Condo,Sold,,,4/14/2014,203 N LaSalle St,Chicago,Illinois,60601,203 North LaSalle,,Chicago,Central Loop,,A,Existing,,"750,000","750,000","$13,383,550",No,No,No,,17-09-420-017-0000,,0%,,America REIT II,1.0000,,John Buck Company,,,,,,,,,,,CBD,,27,1/1/1985,,CBRE,"Tellabs, Inc.",Acquisition,41.886032,-87.632052,No,No
28235,Office,Office,Sold,,,4/1/2014,1415 W Diehl Rd,Naperville,Illinois,60563,One Tellabs Center,,Chicago,Western East-West,,A,Existing,Single-Tenant,"819,513","819,513","$43,000,000",No,No,No,,07-03-404-006,725.0%,8710%,,Keystone Property Group,1.0000,,"NLI, MetLife",,Cushman & Wakefield,,,,,,,,,Suburban,,5,1/1/2001,,JLL,Cushman & Wakefield,Acquisition,41.802006,-88.192528,No,No
370691,Office,Office,Sold,,11/15/2013,3/28/2014,1299 Zurich Way,Schaumburg,Illinois,60173,Zurich NA HQ,,Chicago,Northwest,Schaumburg,A,Existing,Single-Tenant,"783,800","783,800","$35,000,000",No,No,No,39,"07-12-100-008, 07-12-100-010, 07-12-100-017-0000",,10000%,,W.P. Carey Inc.,"0.8000, 0.2000",",",Duke Realty Corporation,JLL,,,,,,,,,,Suburban,,11,9/1/2016,,GlenStar Properties,CBRE,Owner-User,42.04175,-88.059319,No,No
4877,Office,Office,Sold,,,3/14/2014,311 S Wacker Dr,Chicago,Illinois,60606,311 South Wacker,,Chicago,West Loop,Wacker West,A,Existing,Multi-Tenant,"1,281,214","1,313,315","$172,755,124",No,No,No,,17-16-227-022-0000,650.0%,9000%,,John Buck Company,"0.8000, 0.2000",",",JP Morgan Chase & Company,,Eastdil Secured,,,,,,,,,CBD,,65,1/1/1990,,JLL,EQ Office,Acquisition,41.877496,-87.636165,No,Yes
28755,Office,Office,Sold,,,3/7/2014,28100 Torch Pkwy,Warrenville,Illinois,60555,Cantera Meadows West,,Chicago,Western East-West,,A,Existing,Multi-Tenant,"203,842","203,842","$29,073,031",No,No,No,,07-02-206-007,794.0%,9740%,,Shure Incorporated,1.0000,,Signature Office REIT,Cushman & Wakefield,JLL,,,,,,,,,Suburban,,8,1/1/1997,1/1/2011,Transwestern,JLL,Acquisition,41.811871,-88.169075,No,No
28759,Office,Office,Sold,,,2/20/2014,2850 Golf Rd,Rolling Meadows,Illinois,60008,West Tower,West Tower,Chicago,Northwest,,A,Existing,,"299,331","299,331","$8,496,000",No,No,No,,08-08-300-008-0000,,5330%,,LightBank,1.0000,,"Sovereign Capital Management Group, Northwood Investors",,HFF (dba JLL),,,,,,,,,Suburban,,11,1/1/1976,1/1/1990,MB Real Estate Services,GlenStar Properties,Owner-User,42.052184,-88.015952,No,No
29385,Office,Office,Sold,,,2/6/2014,8550 W Bryn Mawr Ave,Chicago,Illinois,60631,International Tower,,Chicago,O'Hare,,A,Existing,Multi-Tenant,"302,088","302,088","$58,500,000",No,No,No,,12-02-304-009-0000,,9800%,,Unknown,1.0000,,Deutsche Asset & Wealth Management,,CBRE,,,,,,,,,Suburban,,11,1/1/1968,1/1/1999,Hines,Walton Street Capital,Acquisition,41.981663,-87.840634,No,No
107377,Office,Creative,Sold,,,1/31/2014,1330 W Fulton St,Chicago,Illinois,60607,Fulton West,,Chicago,Fulton Market,,A,Existing,,"266,110","266,110","$7,996,881",Yes,Yes,No,,,,3630%,,"Accesso Partners, LLC",1.0000,,"American Realty Capital Healthcare Trust III, Inc.",,,,,,,,,,,CBD,,8,4/1/2017,,JLL,Transwestern,Acquisition,41.886927,-87.660103,No,No
27992,Office,Office,Sold,,,1/16/2014,100 N Field Dr,Lake Forest,Illinois,60045,One Conway Park,Conway Park,Chicago,North Lake County,,A,Existing,Multi-Tenant,"105,000","105,000","$200,619,022",No,No,No,,11-36-301-019,630.0%,7200%,,Blackstone Group,"0.5000, 0.5000",",",America REIT II,,CBRE,,,,,,,,,Suburban,,3,1/1/1989,,Colliers International,"Tabani Group, Inc.",Acquisition,42.242914,-87.897477,No,No
209136,Office,Office,Sold,,,12/23/2013,5450 Prairie Stone Pkwy,Hoffman Estates,Illinois,60192,Prairie Stone Corporate Center,Prairie Stone,Chicago,Northwest,,A,Existing,Single-Tenant,"110,000","110,000","$45,513,800",No,No,No,,,685.0%,10000%,,Unknown,1.0000,,Colony Capital,,JLL,,,,,,,,,Suburban,,3,1/1/2008,,Colliers International,,Acquisition,42.071251,-88.214936,No,No
5319,Office,Office,Sold,,,12/13/2013,500 W Madison St,Chicago,Illinois,60661,Accenture Tower,,Chicago,West Loop,,A,Existing,Multi-Tenant,"1,455,688","1,369,689","$115,000,000",No,No,No,,17-09-342-002-0000,625.0%,9500%,,Helios Properties,1.0000,,Beacon Capital Partners,,HFF (dba JLL),,,,,,,,,CBD,,40,1/1/1987,,Colliers International,Cushman & Wakefield,Acquisition,41.88295,-87.640182,No,No
28865,Office,Office,Sold,,,12/10/2013,3333 Warrenville Rd,Lisle,Illinois,60532,Central Park of Lisle II,Central Park of Lisle,Chicago,Western East-West,,A,Existing,Multi-Tenant,"311,912","311,912","$25,844,171",No,Yes,No,,08-05-203-016,800.0%,8800%,,GE Real Estate,1.0000,,Transwestern Investment Group,,CBRE,,,,,,,,,Suburban,,8,1/1/2000,,Transwestern,Dean Topping & Company,Acquisition,41.80889,-88.11638,No,No
28964,Office,Office,Sold,,,12/10/2013,4225 Naperville Rd,Lisle,Illinois,60532,Central Park of Lisle I,Central Park of Lisle,Chicago,Western East-West,,A,Existing,Multi-Tenant,"310,375","310,375","$71,992,180",No,Yes,No,,08-05-203-014,800.0%,8680%,,"MB Real Estate Services, Kayne Anderson Capital Advisors LP",1.0000,,"Middleton Properties, ASA Properties",,CBRE,,,,,,,,,Suburban,,6,1/1/1990,,NAI Hiffman,EQ Office,Acquisition,41.807141,-88.116521,No,No
28263,Office,Office,Sold,,,12/4/2013,150 N Martingale Rd,Schaumburg,Illinois,60173,150 North Martingale,Woodfield Corporate Ctr,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"277,300","277,300","$15,650,000",Yes,Yes,No,,07-24-201-017-0000,,8280%,,"Clayco Inc., Zurich International",1.0000,,Nuveen Real Estate,,,,,,,,,,,Suburban,,8,1/1/1982,1/1/2018,Colliers International,Hamilton Partners,Acquisition,42.031513,-88.035058,No,No
28491,Office,Office,Sold,,,12/4/2013,200 N Martingale Rd,Schaumburg,Illinois,60173,200 North Martingale,Woodfield Corporate Ctr,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"255,675","242,492","$37,747,857",Yes,Yes,No,,,,7410%,,Hines,1.0000,,"GID Investment LLC, Spaulding & Slye, DuPont Corporate Real Estate",,,,,,,,,,,Suburban,,12,1/1/1982,1/1/1994,Cushman & Wakefield,Tishman Speyer,Acquisition,42.031532,-88.032828,No,No
28092,Office,Office,Sold,,,12/2/2013,1100 W Lake Cook Rd,Buffalo Grove,Illinois,60089,Former FedEx,Buffalo Grove Business Park,Chicago,North Lake County,,A,Existing,,"96,731","96,731","$22,350,000",No,No,No,,15-32-308-013,,7060%,,R.R. Donnelley & Sons Company,1.0000,,601W Companies,,,,,,,,,,,Suburban,,4,1/1/1988,,Rainier Real Estate Partners,JLL,Acquisition,42.153625,-87.978691,No,No
140702,Office,Creative,Sold,,,11/30/2013,405 W Superior St,Chicago,Illinois,60654,Novel CoWorking,,Chicago,River North,,A,Existing,Multi-Tenant,"50,400","50,400","$124,000,000",No,No,No,,,,8480%,,Broadway Partners,1.0000,,Blackstone Group,CBRE,JLL,,,,,,,,,CBD,,7,1/1/2002,,JLL,CBRE,Acquisition,41.89529,-87.638996,No,No
3542,Office,Office,Sold,,,11/14/2013,120 S Riverside Plz,Chicago,Illinois,60606,CDW Plaza,,Chicago,West Loop,,A,Existing,Multi-Tenant,"806,960","806,960","$119,984,975",No,Yes,No,,17-16-104-007-6001,,8220%,,Lone Star Funds,"0.8000, 0.2000",",",FCA Partners,,HFF (dba JLL),,,,,,,,,CBD,,22,1/1/1966,1/1/2016,"PWA Real Estate, LLC",GC Essential Asset REIT,Acquisition,41.879797,-87.639093,No,No
4239,Office,Office,Sold,,,11/13/2013,181 W Madison St,Chicago,Illinois,60602,181 Madison,,Chicago,Central Loop,,A,Existing,Multi-Tenant,"936,683","952,559","$168,876,272",No,No,No,,17-16-203-002-0000,600.0%,8500%,,Gramercy Property Trust,1.0000,,CWCapital,,Eastdil Secured,,,,,,,,,CBD,,50,1/1/1990,,JLL,Zeller Realty Group,Acquisition,41.881695,-87.633484,No,No
28011,Office,Office,Sold,,,11/5/2013,1000 Milwaukee Ave,Glenview,Illinois,60025,,,Chicago,North Cook County,,A,Demolished,,"405,039","405,039","$17,300,000",Yes,Yes,No,,04-32-105-007-0000,670.0%,10000%,,Adventus Realty Trust,1.0000,,Triple Net Properties,,None,,,,,,,,,Suburban,,6,1/1/1975,,Hamilton Partners,Colliers International,Entity-Level,42.074833,-87.864646,No,No
28564,Office,Office,Sold,,,10/30/2013,215 Shuman Blvd,Naperville,Illinois,60563,Park Plaza,,Chicago,Western East-West,,A,Existing,Multi-Tenant,"210,774","210,774","$18,324,984",No,No,No,,07-01-400-028,905.0%,8920%,,Northwestern Mutual,1.0000,,Park Lake Realty,,CBRE,,,,,,,,,Suburban,,4,1/1/1982,1/1/2008,CBRE,,Acquisition,41.804554,-88.148811,No,No
3136,Office,Office,Sold,,,10/29/2013,1 N Franklin St,Chicago,Illinois,60606,PNC Centre at One North Franklin,,Chicago,West Loop,,A,Existing,,"617,592","634,747","$13,780,500",No,No,No,,17-09-456-001-0000,550.0%,9400%,,America REIT II,1.0000,,"Lisle Office Investors, LLC",,HFF (dba JLL),,,,,,,,,CBD,,37,1/1/1991,,NAI Global,Cushman & Wakefield,Acquisition,41.882284,-87.634983,No,No
28329,Office,Office,Sold,,,10/15/2013,1700 E Golf Rd,Schaumburg,Illinois,60173,Two Century Centre,Century Center,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"226,387","226,387","$374,600,000",No,No,No,,07-12-400-015-0000,,9610%,,Newsweb Corporation,1.0000,,Global Securitization Services,,HFF (dba JLL),,,,,,,,,Suburban,,11,1/1/1989,1/1/2004,MB Real Estate Services,Colliers International,Acquisition,42.052831,-88.036676,No,No
28434,Office,Office,Sold,,,10/15/2013,1900 E Golf Rd,Schaumburg,Illinois,60173,Centennial Center,,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"276,215","276,215","$208,000,000",No,No,No,,07-12-402-009-0000,686.0%,9720%,,Northwestern University,1.0000,,Real Estate Capital Partners,,CBRE,,,,,,,,,Suburban,,13,1/1/1980,1/1/2014,Colliers International,Hamilton Partners,Acquisition,42.051808,-88.03209,No,No
28104,Office,Office,Sold,,,10/7/2013,111 S Pfingsten Rd,Deerfield,Illinois,60015,111 South Pfingsten,,Chicago,North Cook County,,A,Existing,Multi-Tenant,"120,927","120,927","$54,557,428",No,No,No,,04-04-100-011-0000,858.0%,5900%,,Murphy Development Group,1.0000,,RPAI,Cushman & Wakefield,HFF (dba JLL),,,,,,,,,Suburban,,4,1/1/1986,1/1/2017,Telos Group,Transwestern,Acquisition,42.151489,-87.847254,No,No
